;ObjectId;Country;ISO3;Indicator;Unit;Scale;F2030
298;11522;Kuwait;KWT;Implied average (of conditional & unconditional) economy-wide Nationally Determined Contribution 2030 target level of GHG emissions including land-use, land-use change and forestry;Million metric tons of CO2 equivalent;Units;153.8764264
299;11525;Kuwait;KWT;Implied conditional economy-wide Nationally Determined Contribution 2030 target level of GHG emissions including land-use, land-use change and forestry;Million metric tons of CO2 equivalent;Units;153.8764264
300;11528;Kuwait;KWT;Implied unconditional economy-wide Nationally Determined Contribution 2030 target level of GHG emissions including land-use, land-use change and forestry;Million metric tons of CO2 equivalent;Units;153.8764264
301;11625;Kyrgyz Rep.;KGZ;Implied average (of conditional & unconditional) economy-wide Nationally Determined Contribution 2030 target level of GHG emissions including land-use, land-use change and forestry;Million metric tons of CO2 equivalent;Units;10.44958986
302;11628;Kyrgyz Rep.;KGZ;Implied conditional economy-wide Nationally Determined Contribution 2030 target level of GHG emissions including land-use, land-use change and forestry;Million metric tons of CO2 equivalent;Units;8.392072167
303;11631;Kyrgyz Rep.;KGZ;Implied unconditional economy-wide Nationally Determined Contribution 2030 target level of GHG emissions including land-use, land-use change and forestry;Million metric tons of CO2 equivalent;Units;12.50710755
304;11715;Lao People's Dem. Rep.;LAO;Implied average (of conditional & unconditional) economy-wide Nationally Determined Contribution 2030 target level of GHG emissions including land-use, land-use change and forestry;Million metric tons of CO2 equivalent;Units;59.749
305;11718;Lao People's Dem. Rep.;LAO;Implied conditional economy-wide Nationally Determined Contribution 2030 target level of GHG emissions including land-use, land-use change and forestry;Million metric tons of CO2 equivalent;Units;59.749
306;11721;Lao People's Dem. Rep.;LAO;Implied unconditional economy-wide Nationally Determined Contribution 2030 target level of GHG emissions including land-use, land-use change and forestry;Million metric tons of CO2 equivalent;Units;59.749
307;11828;Latin America and the Caribbean;LACTMP;Implied average (of conditional & unconditional) economy-wide Nationally Determined Contribution 2030 target level of GHG emissions including land-use, land-use change and forestry;Million metric tons of CO2 equivalent;Units;3015.527715
308;11831;Latin America and the Caribbean;LACTMP;Implied conditional economy-wide Nationally Determined Contribution 2030 target level of GHG emissions including land-use, land-use change and forestry;Million metric tons of CO2 equivalent;Units;2955.857594
309;11834;Latin America and the Caribbean;LACTMP;Implied unconditional economy-wide Nationally Determined Contribution 2030 target level of GHG emissions including land-use, land-use change and forestry;Million metric tons of CO2 equivalent;Units;3067.099665
310;11939;Latvia;LVA;Implied average (of conditional & unconditional) economy-wide Nationally Determined Contribution 2030 target level of GHG emissions including land-use, land-use change and forestry;Million metric tons of CO2 equivalent;Units;8.0368766
311;11942;Latvia;LVA;Implied conditional economy-wide Nationally Determined Contribution 2030 target level of GHG emissions including land-use, land-use change and forestry;Million metric tons of CO2 equivalent;Units;8.0368766
312;11945;Latvia;LVA;Implied unconditional economy-wide Nationally Determined Contribution 2030 target level of GHG emissions including land-use, land-use change and forestry;Million metric tons of CO2 equivalent;Units;8.0368766
313;12023;Lebanon;LBN;Implied average (of conditional & unconditional) economy-wide Nationally Determined Contribution 2030 target level of GHG emissions including land-use, land-use change and forestry;Million metric tons of CO2 equivalent;Units;20.19546
314;12026;Lebanon;LBN;Implied conditional economy-wide Nationally Determined Contribution 2030 target level of GHG emissions including land-use, land-use change and forestry;Million metric tons of CO2 equivalent;Units;18.70452
315;12029;Lebanon;LBN;Implied unconditional economy-wide Nationally Determined Contribution 2030 target level of GHG emissions including land-use, land-use change and forestry;Million metric tons of CO2 equivalent;Units;21.6864
316;12115;Lesotho, Kingdom of;LSO;Implied average (of conditional & unconditional) economy-wide Nationally Determined Contribution 2030 target level of GHG emissions including land-use, land-use change and forestry;Million metric tons of CO2 equivalent;Units;3.075
317;12118;Lesotho, Kingdom of;LSO;Implied conditional economy-wide Nationally Determined Contribution 2030 target level of GHG emissions including land-use, land-use change and forestry;Million metric tons of CO2 equivalent;Units;3.075
318;12121;Lesotho, Kingdom of;LSO;Implied unconditional economy-wide Nationally Determined Contribution 2030 target level of GHG emissions including land-use, land-use change and forestry;Million metric tons of CO2 equivalent;Units;3.075
319;12209;Liberia;LBR;Implied average (of conditional & unconditional) economy-wide Nationally Determined Contribution 2030 target level of GHG emissions including land-use, land-use change and forestry;Million metric tons of CO2 equivalent;Units;7.86187049
320;12212;Liberia;LBR;Implied conditional economy-wide Nationally Determined Contribution 2030 target level of GHG emissions including land-use, land-use change and forestry;Million metric tons of CO2 equivalent;Units;4.536718185
321;12215;Liberia;LBR;Implied unconditional economy-wide Nationally Determined Contribution 2030 target level of GHG emissions including land-use, land-use change and forestry;Million metric tons of CO2 equivalent;Units;11.1870228
322;12298;Libya;LBY;Implied average (of conditional & unconditional) economy-wide Nationally Determined Contribution 2030 target level of GHG emissions including land-use, land-use change and forestry;Million metric tons of CO2 equivalent;Units;95.763
323;12301;Libya;LBY;Implied conditional economy-wide Nationally Determined Contribution 2030 target level of GHG emissions including land-use, land-use change and forestry;Million metric tons of CO2 equivalent;Units;95.763
324;12304;Libya;LBY;Implied unconditional economy-wide Nationally Determined Contribution 2030 target level of GHG emissions including land-use, land-use change and forestry;Million metric tons of CO2 equivalent;Units;95.763
325;12479;Lithuania;LTU;Implied average (of conditional & unconditional) economy-wide Nationally Determined Contribution 2030 target level of GHG emissions including land-use, land-use change and forestry;Million metric tons of CO2 equivalent;Units;12.40323473
326;12482;Lithuania;LTU;Implied conditional economy-wide Nationally Determined Contribution 2030 target level of GHG emissions including land-use, land-use change and forestry;Million metric tons of CO2 equivalent;Units;12.40323473
327;12485;Lithuania;LTU;Implied unconditional economy-wide Nationally Determined Contribution 2030 target level of GHG emissions including land-use, land-use change and forestry;Million metric tons of CO2 equivalent;Units;12.40323473
328;12580;Luxembourg;LUX;Implied average (of conditional & unconditional) economy-wide Nationally Determined Contribution 2030 target level of GHG emissions including land-use, land-use change and forestry;Million metric tons of CO2 equivalent;Units;5.879669188
329;12583;Luxembourg;LUX;Implied conditional economy-wide Nationally Determined Contribution 2030 target level of GHG emissions including land-use, land-use change and forestry;Million metric tons of CO2 equivalent;Units;5.879669188
330;12586;Luxembourg;LUX;Implied unconditional economy-wide Nationally Determined Contribution 2030 target level of GHG emissions including land-use, land-use change and forestry;Million metric tons of CO2 equivalent;Units;5.879669188
331;12674;Madagascar, Rep. of;MDG;Implied average (of conditional & unconditional) economy-wide Nationally Determined Contribution 2030 target level of GHG emissions including land-use, land-use change and forestry;Million metric tons of CO2 equivalent;Units;44.527
332;12677;Madagascar, Rep. of;MDG;Implied conditional economy-wide Nationally Determined Contribution 2030 target level of GHG emissions including land-use, land-use change and forestry;Million metric tons of CO2 equivalent;Units;44.527
333;12680;Madagascar, Rep. of;MDG;Implied unconditional economy-wide Nationally Determined Contribution 2030 target level of GHG emissions including land-use, land-use change and forestry;Million metric tons of CO2 equivalent;Units;44.527
334;12770;Malawi;MWI;Implied average (of conditional & unconditional) economy-wide Nationally Determined Contribution 2030 target level of GHG emissions including land-use, land-use change and forestry;Million metric tons of CO2 equivalent;Units;30.959
335;12773;Malawi;MWI;Implied conditional economy-wide Nationally Determined Contribution 2030 target level of GHG emissions including land-use, land-use change and forestry;Million metric tons of CO2 equivalent;Units;30.959
336;12776;Malawi;MWI;Implied unconditional economy-wide Nationally Determined Contribution 2030 target level of GHG emissions including land-use, land-use change and forestry;Million metric tons of CO2 equivalent;Units;30.959
337;12872;Malaysia;MYS;Implied average (of conditional & unconditional) economy-wide Nationally Determined Contribution 2030 target level of GHG emissions including land-use, land-use change and forestry;Million metric tons of CO2 equivalent;Units;412.919
338;12875;Malaysia;MYS;Implied conditional economy-wide Nationally Determined Contribution 2030 target level of GHG emissions including land-use, land-use change and forestry;Million metric tons of CO2 equivalent;Units;412.919
339;12878;Malaysia;MYS;Implied unconditional economy-wide Nationally Determined Contribution 2030 target level of GHG emissions including land-use, land-use change and forestry;Million metric tons of CO2 equivalent;Units;412.919
340;12958;Maldives;MDV;Implied average (of conditional & unconditional) economy-wide Nationally Determined Contribution 2030 target level of GHG emissions including land-use, land-use change and forestry;Million metric tons of CO2 equivalent;Units;2.42986928
341;12961;Maldives;MDV;Implied conditional economy-wide Nationally Determined Contribution 2030 target level of GHG emissions including land-use, land-use change and forestry;Million metric tons of CO2 equivalent;Units;2.42986928
342;12964;Maldives;MDV;Implied unconditional economy-wide Nationally Determined Contribution 2030 target level of GHG emissions including land-use, land-use change and forestry;Million metric tons of CO2 equivalent;Units;2.42986928
343;13053;Mali;MLI;Implied average (of conditional & unconditional) economy-wide Nationally Determined Contribution 2030 target level of GHG emissions including land-use, land-use change and forestry;Million metric tons of CO2 equivalent;Units;26.62992274
344;13056;Mali;MLI;Implied conditional economy-wide Nationally Determined Contribution 2030 target level of GHG emissions including land-use, land-use change and forestry;Million metric tons of CO2 equivalent;Units;26.62992274
345;13059;Mali;MLI;Implied unconditional economy-wide Nationally Determined Contribution 2030 target level of GHG emissions including land-use, land-use change and forestry;Million metric tons of CO2 equivalent;Units;26.62992274
346;13149;Malta;MLT;Implied average (of conditional & unconditional) economy-wide Nationally Determined Contribution 2030 target level of GHG emissions including land-use, land-use change and forestry;Million metric tons of CO2 equivalent;Units;1.448396077
347;13152;Malta;MLT;Implied conditional economy-wide Nationally Determined Contribution 2030 target level of GHG emissions including land-use, land-use change and forestry;Million metric tons of CO2 equivalent;Units;1.448396077
348;13155;Malta;MLT;Implied unconditional economy-wide Nationally Determined Contribution 2030 target level of GHG emissions including land-use, land-use change and forestry;Million metric tons of CO2 equivalent;Units;1.448396077
349;13319;Mauritania, Islamic Rep. of;MRT;Implied average (of conditional & unconditional) economy-wide Nationally Determined Contribution 2030 target level of GHG emissions including land-use, land-use change and forestry;Million metric tons of CO2 equivalent;Units;7.825089691
350;13322;Mauritania, Islamic Rep. of;MRT;Implied conditional economy-wide Nationally Determined Contribution 2030 target level of GHG emissions including land-use, land-use change and forestry;Million metric tons of CO2 equivalent;Units;1.290736444
351;13325;Mauritania, Islamic Rep. of;MRT;Implied unconditional economy-wide Nationally Determined Contribution 2030 target level of GHG emissions including land-use, land-use change and forestry;Million metric tons of CO2 equivalent;Units;14.35944294
352;13414;Mauritius;MUS;Implied average (of conditional & unconditional) economy-wide Nationally Determined Contribution 2030 target level of GHG emissions including land-use, land-use change and forestry;Million metric tons of CO2 equivalent;Units;4.140272966
353;13417;Mauritius;MUS;Implied conditional economy-wide Nationally Determined Contribution 2030 target level of GHG emissions including land-use, land-use change and forestry;Million metric tons of CO2 equivalent;Units;4.140272966
354;13420;Mauritius;MUS;Implied unconditional economy-wide Nationally Determined Contribution 2030 target level of GHG emissions including land-use, land-use change and forestry;Million metric tons of CO2 equivalent;Units;4.140272966
355;13525;Mexico;MEX;Implied average (of conditional & unconditional) economy-wide Nationally Determined Contribution 2030 target level of GHG emissions including land-use, land-use change and forestry;Million metric tons of CO2 equivalent;Units;541.4499061
356;13528;Mexico;MEX;Implied conditional economy-wide Nationally Determined Contribution 2030 target level of GHG emissions including land-use, land-use change and forestry;Million metric tons of CO2 equivalent;Units;499.7999133
357;13531;Mexico;MEX;Implied unconditional economy-wide Nationally Determined Contribution 2030 target level of GHG emissions including land-use, land-use change and forestry;Million metric tons of CO2 equivalent;Units;583.0998988
358;13625;Moldova, Rep. of;MDA;Implied average (of conditional & unconditional) economy-wide Nationally Determined Contribution 2030 target level of GHG emissions including land-use, land-use change and forestry;Million metric tons of CO2 equivalent;Units;7.863958603
359;13628;Moldova, Rep. of;MDA;Implied conditional economy-wide Nationally Determined Contribution 2030 target level of GHG emissions including land-use, land-use change and forestry;Million metric tons of CO2 equivalent;Units;4.49369063
360;13631;Moldova, Rep. of;MDA;Implied unconditional economy-wide Nationally Determined Contribution 2030 target level of GHG emissions including land-use, land-use change and forestry;Million metric tons of CO2 equivalent;Units;11.23422658
361;13721;Mongolia;MNG;Implied average (of conditional & unconditional) economy-wide Nationally Determined Contribution 2030 target level of GHG emissions including land-use, land-use change and forestry;Million metric tons of CO2 equivalent;Units;70.52155816
362;13724;Mongolia;MNG;Implied conditional economy-wide Nationally Determined Contribution 2030 target level of GHG emissions including land-use, land-use change and forestry;Million metric tons of CO2 equivalent;Units;68.42812098
363;13727;Mongolia;MNG;Implied unconditional economy-wide Nationally Determined Contribution 2030 target level of GHG emissions including land-use, land-use change and forestry;Million metric tons of CO2 equivalent;Units;72.61499535
364;13824;Morocco;MAR;Implied average (of conditional & unconditional) economy-wide Nationally Determined Contribution 2030 target level of GHG emissions including land-use, land-use change and forestry;Million metric tons of CO2 equivalent;Units;95.37971403
365;13827;Morocco;MAR;Implied conditional economy-wide Nationally Determined Contribution 2030 target level of GHG emissions including land-use, land-use change and forestry;Million metric tons of CO2 equivalent;Units;76.39259868
366;13830;Morocco;MAR;Implied unconditional economy-wide Nationally Determined Contribution 2030 target level of GHG emissions including land-use, land-use change and forestry;Million metric tons of CO2 equivalent;Units;114.3668294
367;13917;Mozambique, Rep. of;MOZ;Implied average (of conditional & unconditional) economy-wide Nationally Determined Contribution 2030 target level of GHG emissions including land-use, land-use change and forestry;Million metric tons of CO2 equivalent;Units;105.062
368;13920;Mozambique, Rep. of;MOZ;Implied conditional economy-wide Nationally Determined Contribution 2030 target level of GHG emissions including land-use, land-use change and forestry;Million metric tons of CO2 equivalent;Units;105.062
369;13923;Mozambique, Rep. of;MOZ;Implied unconditional economy-wide Nationally Determined Contribution 2030 target level of GHG emissions including land-use, land-use change and forestry;Million metric tons of CO2 equivalent;Units;105.062
370;14018;Myanmar;MMR;Implied average (of conditional & unconditional) economy-wide Nationally Determined Contribution 2030 target level of GHG emissions including land-use, land-use change and forestry;Million metric tons of CO2 equivalent;Units;172.3897781
371;14021;Myanmar;MMR;Implied conditional economy-wide Nationally Determined Contribution 2030 target level of GHG emissions including land-use, land-use change and forestry;Million metric tons of CO2 equivalent;Units;153.009803
372;14024;Myanmar;MMR;Implied unconditional economy-wide Nationally Determined Contribution 2030 target level of GHG emissions including land-use, land-use change and forestry;Million metric tons of CO2 equivalent;Units;191.7697531
373;14116;Namibia;NAM;Implied average (of conditional & unconditional) economy-wide Nationally Determined Contribution 2030 target level of GHG emissions including land-use, land-use change and forestry;Million metric tons of CO2 equivalent;Units;11.47954578
374;14119;Namibia;NAM;Implied conditional economy-wide Nationally Determined Contribution 2030 target level of GHG emissions including land-use, land-use change and forestry;Million metric tons of CO2 equivalent;Units;2.175071831
375;14122;Namibia;NAM;Implied unconditional economy-wide Nationally Determined Contribution 2030 target level of GHG emissions including land-use, land-use change and forestry;Million metric tons of CO2 equivalent;Units;20.78401972
376;14198;Nepal;NPL;Implied average (of conditional & unconditional) economy-wide Nationally Determined Contribution 2030 target level of GHG emissions including land-use, land-use change and forestry;Million metric tons of CO2 equivalent;Units;68.247
377;14201;Nepal;NPL;Implied conditional economy-wide Nationally Determined Contribution 2030 target level of GHG emissions including land-use, land-use change and forestry;Million metric tons of CO2 equivalent;Units;68.247
378;14204;Nepal;NPL;Implied unconditional economy-wide Nationally Determined Contribution 2030 target level of GHG emissions including land-use, land-use change and forestry;Million metric tons of CO2 equivalent;Units;68.247
379;14371;Netherlands, The;NLD;Implied average (of conditional & unconditional) economy-wide Nationally Determined Contribution 2030 target level of GHG emissions including land-use, land-use change and forestry;Million metric tons of CO2 equivalent;Units;91.97349561
380;14374;Netherlands, The;NLD;Implied conditional economy-wide Nationally Determined Contribution 2030 target level of GHG emissions including land-use, land-use change and forestry;Million metric tons of CO2 equivalent;Units;91.97349561
381;14377;Netherlands, The;NLD;Implied unconditional economy-wide Nationally Determined Contribution 2030 target level of GHG emissions including land-use, land-use change and forestry;Million metric tons of CO2 equivalent;Units;91.97349561
382;14554;New Zealand;NZL;Implied average (of conditional & unconditional) economy-wide Nationally Determined Contribution 2030 target level of GHG emissions including land-use, land-use change and forestry;Million metric tons of CO2 equivalent;Units;30.00219631
383;14557;New Zealand;NZL;Implied conditional economy-wide Nationally Determined Contribution 2030 target level of GHG emissions including land-use, land-use change and forestry;Million metric tons of CO2 equivalent;Units;30.00219631
384;14560;New Zealand;NZL;Implied unconditional economy-wide Nationally Determined Contribution 2030 target level of GHG emissions including land-use, land-use change and forestry;Million metric tons of CO2 equivalent;Units;30.00219631
385;14643;Nicaragua;NIC;Implied average (of conditional & unconditional) economy-wide Nationally Determined Contribution 2030 target level of GHG emissions including land-use, land-use change and forestry;Million metric tons of CO2 equivalent;Units;38.935
386;14646;Nicaragua;NIC;Implied conditional economy-wide Nationally Determined Contribution 2030 target level of GHG emissions including land-use, land-use change and forestry;Million metric tons of CO2 equivalent;Units;38.935
387;14649;Nicaragua;NIC;Implied unconditional economy-wide Nationally Determined Contribution 2030 target level of GHG emissions including land-use, land-use change and forestry;Million metric tons of CO2 equivalent;Units;38.935
388;14731;Niger;NER;Implied average (of conditional & unconditional) economy-wide Nationally Determined Contribution 2030 target level of GHG emissions including land-use, land-use change and forestry;Million metric tons of CO2 equivalent;Units;26.268
389;14734;Niger;NER;Implied conditional economy-wide Nationally Determined Contribution 2030 target level of GHG emissions including land-use, land-use change and forestry;Million metric tons of CO2 equivalent;Units;26.268
390;14737;Niger;NER;Implied unconditional economy-wide Nationally Determined Contribution 2030 target level of GHG emissions including land-use, land-use change and forestry;Million metric tons of CO2 equivalent;Units;26.268
391;14837;Nigeria;NGA;Implied average (of conditional & unconditional) economy-wide Nationally Determined Contribution 2030 target level of GHG emissions including land-use, land-use change and forestry;Million metric tons of CO2 equivalent;Units;325.5265392
392;14840;Nigeria;NGA;Implied conditional economy-wide Nationally Determined Contribution 2030 target level of GHG emissions including land-use, land-use change and forestry;Million metric tons of CO2 equivalent;Units;259.4422042
393;14843;Nigeria;NGA;Implied unconditional economy-wide Nationally Determined Contribution 2030 target level of GHG emissions including land-use, land-use change and forestry;Million metric tons of CO2 equivalent;Units;391.6108743
394;15028;Northern Africa;NANA9;Implied average (of conditional & unconditional) economy-wide Nationally Determined Contribution 2030 target level of GHG emissions including land-use, land-use change and forestry;Million metric tons of CO2 equivalent;Units;809.5383876
395;15031;Northern Africa;NANA9;Implied conditional economy-wide Nationally Determined Contribution 2030 target level of GHG emissions including land-use, land-use change and forestry;Million metric tons of CO2 equivalent;Units;762.523149
396;15034;Northern Africa;NANA9;Implied unconditional economy-wide Nationally Determined Contribution 2030 target level of GHG emissions including land-use, land-use change and forestry;Million metric tons of CO2 equivalent;Units;856.5536262
397;15152;Northern America;NA225;Implied average (of conditional & unconditional) economy-wide Nationally Determined Contribution 2030 target level of GHG emissions including land-use, land-use change and forestry;Million metric tons of CO2 equivalent;Units;3693.564972
398;15155;Northern America;NA225;Implied conditional economy-wide Nationally Determined Contribution 2030 target level of GHG emissions including land-use, land-use change and forestry;Million metric tons of CO2 equivalent;Units;3693.564972
399;15158;Northern America;NA225;Implied unconditional economy-wide Nationally Determined Contribution 2030 target level of GHG emissions including land-use, land-use change and forestry;Million metric tons of CO2 equivalent;Units;3693.564972
400;15280;Northern Europe;NANE;Implied average (of conditional & unconditional) economy-wide Nationally Determined Contribution 2030 target level of GHG emissions including land-use, land-use change and forestry;Million metric tons of CO2 equivalent;Units;408.450511
401;15283;Northern Europe;NANE;Implied conditional economy-wide Nationally Determined Contribution 2030 target level of GHG emissions including land-use, land-use change and forestry;Million metric tons of CO2 equivalent;Units;408.450511
402;15286;Northern Europe;NANE;Implied unconditional economy-wide Nationally Determined Contribution 2030 target level of GHG emissions including land-use, land-use change and forestry;Million metric tons of CO2 equivalent;Units;408.450511
403;15396;Norway;NOR;Implied average (of conditional & unconditional) economy-wide Nationally Determined Contribution 2030 target level of GHG emissions including land-use, land-use change and forestry;Million metric tons of CO2 equivalent;Units;18.30199259
404;15399;Norway;NOR;Implied conditional economy-wide Nationally Determined Contribution 2030 target level of GHG emissions including land-use, land-use change and forestry;Million metric tons of CO2 equivalent;Units;18.30199259
405;15402;Norway;NOR;Implied unconditional economy-wide Nationally Determined Contribution 2030 target level of GHG emissions including land-use, land-use change and forestry;Million metric tons of CO2 equivalent;Units;18.30199259
406;15521;Oceania;OCETMP;Implied average (of conditional & unconditional) economy-wide Nationally Determined Contribution 2030 target level of GHG emissions including land-use, land-use change and forestry;Million metric tons of CO2 equivalent;Units;433.6106796
407;15524;Oceania;OCETMP;Implied conditional economy-wide Nationally Determined Contribution 2030 target level of GHG emissions including land-use, land-use change and forestry;Million metric tons of CO2 equivalent;Units;431.0040126
408;15527;Oceania;OCETMP;Implied unconditional economy-wide Nationally Determined Contribution 2030 target level of GHG emissions including land-use, land-use change and forestry;Million metric tons of CO2 equivalent;Units;436.2173466
409;15613;Oman;OMN;Implied average (of conditional & unconditional) economy-wide Nationally Determined Contribution 2030 target level of GHG emissions including land-use, land-use change and forestry;Million metric tons of CO2 equivalent;Units;118.4720939
410;15616;Oman;OMN;Implied conditional economy-wide Nationally Determined Contribution 2030 target level of GHG emissions including land-use, land-use change and forestry;Million metric tons of CO2 equivalent;Units;116.5915845
411;15619;Oman;OMN;Implied unconditional economy-wide Nationally Determined Contribution 2030 target level of GHG emissions including land-use, land-use change and forestry;Million metric tons of CO2 equivalent;Units;120.3526033
412;15715;Pakistan;PAK;Implied average (of conditional & unconditional) economy-wide Nationally Determined Contribution 2030 target level of GHG emissions including land-use, land-use change and forestry;Million metric tons of CO2 equivalent;Units;673.239
413;15718;Pakistan;PAK;Implied conditional economy-wide Nationally Determined Contribution 2030 target level of GHG emissions including land-use, land-use change and forestry;Million metric tons of CO2 equivalent;Units;673.239
414;15721;Pakistan;PAK;Implied unconditional economy-wide Nationally Determined Contribution 2030 target level of GHG emissions including land-use, land-use change and forestry;Million metric tons of CO2 equivalent;Units;673.239
415;15869;Panama;PAN;Implied average (of conditional & unconditional) economy-wide Nationally Determined Contribution 2030 target level of GHG emissions including land-use, land-use change and forestry;Million metric tons of CO2 equivalent;Units;19.48144
416;15872;Panama;PAN;Implied conditional economy-wide Nationally Determined Contribution 2030 target level of GHG emissions including land-use, land-use change and forestry;Million metric tons of CO2 equivalent;Units;19.48144
417;15875;Panama;PAN;Implied unconditional economy-wide Nationally Determined Contribution 2030 target level of GHG emissions including land-use, land-use change and forestry;Million metric tons of CO2 equivalent;Units;19.48144
418;15962;Papua New Guinea;PNG;Implied average (of conditional & unconditional) economy-wide Nationally Determined Contribution 2030 target level of GHG emissions including land-use, land-use change and forestry;Million metric tons of CO2 equivalent;Units;35.344
419;15965;Papua New Guinea;PNG;Implied conditional economy-wide Nationally Determined Contribution 2030 target level of GHG emissions including land-use, land-use change and forestry;Million metric tons of CO2 equivalent;Units;35.344
420;15968;Papua New Guinea;PNG;Implied unconditional economy-wide Nationally Determined Contribution 2030 target level of GHG emissions including land-use, land-use change and forestry;Million metric tons of CO2 equivalent;Units;35.344
421;16063;Paraguay;PRY;Implied average (of conditional & unconditional) economy-wide Nationally Determined Contribution 2030 target level of GHG emissions including land-use, land-use change and forestry;Million metric tons of CO2 equivalent;Units;87.16000754
422;16066;Paraguay;PRY;Implied conditional economy-wide Nationally Determined Contribution 2030 target level of GHG emissions including land-use, land-use change and forestry;Million metric tons of CO2 equivalent;Units;82.03332474
423;16069;Paraguay;PRY;Implied unconditional economy-wide Nationally Determined Contribution 2030 target level of GHG emissions including land-use, land-use change and forestry;Million metric tons of CO2 equivalent;Units;87.662
424;16163;Peru;PER;Implied average (of conditional & unconditional) economy-wide Nationally Determined Contribution 2030 target level of GHG emissions including land-use, land-use change and forestry;Million metric tons of CO2 equivalent;Units;179.216
425;16166;Peru;PER;Implied conditional economy-wide Nationally Determined Contribution 2030 target level of GHG emissions including land-use, land-use change and forestry;Million metric tons of CO2 equivalent;Units;179.0000332
426;16169;Peru;PER;Implied unconditional economy-wide Nationally Determined Contribution 2030 target level of GHG emissions including land-use, land-use change and forestry;Million metric tons of CO2 equivalent;Units;179.216
427;16267;Philippines;PHL;Implied average (of conditional & unconditional) economy-wide Nationally Determined Contribution 2030 target level of GHG emissions including land-use, land-use change and forestry;Million metric tons of CO2 equivalent;Units;192.5242043
428;16270;Philippines;PHL;Implied conditional economy-wide Nationally Determined Contribution 2030 target level of GHG emissions including land-use, land-use change and forestry;Million metric tons of CO2 equivalent;Units;78.71625
429;16273;Philippines;PHL;Implied unconditional economy-wide Nationally Determined Contribution 2030 target level of GHG emissions including land-use, land-use change and forestry;Million metric tons of CO2 equivalent;Units;306.3321585
430;16381;Poland, Rep. of;POL;Implied average (of conditional & unconditional) economy-wide Nationally Determined Contribution 2030 target level of GHG emissions including land-use, land-use change and forestry;Million metric tons of CO2 equivalent;Units;222.5096629
431;16384;Poland, Rep. of;POL;Implied conditional economy-wide Nationally Determined Contribution 2030 target level of GHG emissions including land-use, land-use change and forestry;Million metric tons of CO2 equivalent;Units;222.5096629
432;16387;Poland, Rep. of;POL;Implied unconditional economy-wide Nationally Determined Contribution 2030 target level of GHG emissions including land-use, land-use change and forestry;Million metric tons of CO2 equivalent;Units;222.5096629
433;16492;Portugal;PRT;Implied average (of conditional & unconditional) economy-wide Nationally Determined Contribution 2030 target level of GHG emissions including land-use, land-use change and forestry;Million metric tons of CO2 equivalent;Units;46.17198343
434;16495;Portugal;PRT;Implied conditional economy-wide Nationally Determined Contribution 2030 target level of GHG emissions including land-use, land-use change and forestry;Million metric tons of CO2 equivalent;Units;46.17198343
435;16498;Portugal;PRT;Implied unconditional economy-wide Nationally Determined Contribution 2030 target level of GHG emissions including land-use, land-use change and forestry;Million metric tons of CO2 equivalent;Units;46.17198343
436;16649;Qatar;QAT;Implied average (of conditional & unconditional) economy-wide Nationally Determined Contribution 2030 target level of GHG emissions including land-use, land-use change and forestry;Million metric tons of CO2 equivalent;Units;156.97275
437;16652;Qatar;QAT;Implied conditional economy-wide Nationally Determined Contribution 2030 target level of GHG emissions including land-use, land-use change and forestry;Million metric tons of CO2 equivalent;Units;156.97275
438;16655;Qatar;QAT;Implied unconditional economy-wide Nationally Determined Contribution 2030 target level of GHG emissions including land-use, land-use change and forestry;Million metric tons of CO2 equivalent;Units;156.97275
439;16839;Romania;ROU;Implied average (of conditional & unconditional) economy-wide Nationally Determined Contribution 2030 target level of GHG emissions including land-use, land-use change and forestry;Million metric tons of CO2 equivalent;Units;64.748
440;16842;Romania;ROU;Implied conditional economy-wide Nationally Determined Contribution 2030 target level of GHG emissions including land-use, land-use change and forestry;Million metric tons of CO2 equivalent;Units;64.748
441;16845;Romania;ROU;Implied unconditional economy-wide Nationally Determined Contribution 2030 target level of GHG emissions including land-use, land-use change and forestry;Million metric tons of CO2 equivalent;Units;64.748
442;16954;Russian Federation;RUS;Implied average (of conditional & unconditional) economy-wide Nationally Determined Contribution 2030 target level of GHG emissions including land-use, land-use change and forestry;Million metric tons of CO2 equivalent;Units;1670.425
443;16957;Russian Federation;RUS;Implied conditional economy-wide Nationally Determined Contribution 2030 target level of GHG emissions including land-use, land-use change and forestry;Million metric tons of CO2 equivalent;Units;1670.425
444;16960;Russian Federation;RUS;Implied unconditional economy-wide Nationally Determined Contribution 2030 target level of GHG emissions including land-use, land-use change and forestry;Million metric tons of CO2 equivalent;Units;1670.425
445;17038;Rwanda;RWA;Implied average (of conditional & unconditional) economy-wide Nationally Determined Contribution 2030 target level of GHG emissions including land-use, land-use change and forestry;Million metric tons of CO2 equivalent;Units;11.08638716
446;17041;Rwanda;RWA;Implied conditional economy-wide Nationally Determined Contribution 2030 target level of GHG emissions including land-use, land-use change and forestry;Million metric tons of CO2 equivalent;Units;11.08638716
447;17044;Rwanda;RWA;Implied unconditional economy-wide Nationally Determined Contribution 2030 target level of GHG emissions including land-use, land-use change and forestry;Million metric tons of CO2 equivalent;Units;11.08638716
448;17265;Samoa;WSM;Implied average (of conditional & unconditional) economy-wide Nationally Determined Contribution 2030 target level of GHG emissions including land-use, land-use change and forestry;Million metric tons of CO2 equivalent;Units;0.311688521
