ObjectId;Country;ISO2;ISO3;Indicator;Unit;Source;CTS_Code;CTS_Name;CTS_Full_Descriptor;Trade_Flow;Scale;F1994;F1995;F1996;F1997;F1998;F1999;F2000;F2001;F2002;F2003;F2004;F2005;F2006;F2007;F2008;F2009;F2010;F2011;F2012;F2013;F2014;F2015;F2016;F2017;F2018;F2019;F2020;F2021;F2022;F2023
1527;Poland, Rep. of;PL;POL;Exports of low carbon technology products as share of total exports;Percent;"Department of Economic and Social Affairs/United Nations. 2022. United Nations Comtrade database. https://comtrade.un.org. Accessed on 2023-12-03; International Monetary Fund (IMF) Direction of Trade Statistics (DOTS). https://data.imf.org/dot. Accessed on 2023-12-03. World Economic Outlook (WEO) Database. https://www.imf.org/en/Publications/WEO/weo-database/2022/April. Accessed on 2023-12-03; IMF staff calculations.";ECBTLX;"Trade in Low Carbon Technology Products; Exports";Environment, Climate Change, Mitigation, Trade-Related, Trade in Low Carbon Technology Products, Exports;Exports;Units;;;;;2.57524969460664;2.6599320760393;2.78180384685159;2.93206180916462;3.04536936292309;3.22008138977795;3.22867811315893;3.38202486124302;3.2592962748586;3.59281973497789;3.5953257203007;3.52154043252242;3.38327951420914;3.24031577259632;3.34743011326756;3.47530940693705;3.7411312850141;3.78463268640979;3.84475002302717;3.83840969827438;4.2862543825407;3.77615468547347;4.4337135435576;5.03631949354571;6.7368195341561;7.83626963538013
1528;Poland, Rep. of;PL;POL;Imports of low carbon technology products;US Dollars;"Department of Economic and Social Affairs/United Nations. 2022. United Nations Comtrade database. https://comtrade.un.org. Accessed on 2023-12-03; International Monetary Fund (IMF) Direction of Trade Statistics (DOTS). https://data.imf.org/dot. Accessed on 2023-12-03. World Economic Outlook (WEO) Database. https://www.imf.org/en/Publications/WEO/weo-database/2022/April. Accessed on 2023-12-03; IMF staff calculations.";ECBTLM;"Trade in Low Carbon Technology Products; Imports";Environment, Climate Change, Mitigation, Trade-Related, Trade in Low Carbon Technology Products, Imports;Imports;Units;863443000;1263828000;1643766000;1784969234;2108334016;1989647000;1664648000;1660785000;1912684000;2181060000;2914040080;3363825724;4082512374;6415860842;8174545115;6923744067;7184042025;8341540983;6455994592;7061881986;8446844654;8427244117;7554543207;8553004680;11500441101;10075870061;14435332220;19138809950;19816334442;23083198103
1529;Poland, Rep. of;PL;POL;Imports of low carbon technology products as percent of GDP;Percent;"Department of Economic and Social Affairs/United Nations. 2022. United Nations Comtrade database. https://comtrade.un.org. Accessed on 2023-12-03; International Monetary Fund (IMF) Direction of Trade Statistics (DOTS). https://data.imf.org/dot. Accessed on 2023-12-03. World Economic Outlook (WEO) Database. https://www.imf.org/en/Publications/WEO/weo-database/2022/April. Accessed on 2023-12-03; IMF staff calculations.";ECBTLM;"Trade in Low Carbon Technology Products; Imports";Environment, Climate Change, Mitigation, Trade-Related, Trade in Low Carbon Technology Products, Imports;Imports;Units;0.831136759339019;0.906858593894684;1.04703320806783;1.13336372865767;1.22301253157413;1.18339987235373;0.969998993139988;0.870408142957419;0.960807796583305;1.00127307947416;1.14145466895798;1.0981990749636;1.18461850795802;1.49546617977712;1.53196188783259;1.57431622874226;1.51021476966428;1.59076246591114;1.30363433261834;1.36921329412479;1.56651738959566;1.76750492327003;1.60854641081952;1.62982653178293;1.95318517636014;1.69067335990982;2.4080637758224;2.80863066545751;2.87923590909663;2.85529427072266
1530;Poland, Rep. of;PL;POL;Imports of low carbon technology products as share of total imports;Percent;"Department of Economic and Social Affairs/United Nations. 2022. United Nations Comtrade database. https://comtrade.un.org. Accessed on 2023-12-03; International Monetary Fund (IMF) Direction of Trade Statistics (DOTS). https://data.imf.org/dot. Accessed on 2023-12-03. World Economic Outlook (WEO) Database. https://www.imf.org/en/Publications/WEO/weo-database/2022/April. Accessed on 2023-12-03; IMF staff calculations.";ECBTLM;"Trade in Low Carbon Technology Products; Imports";Environment, Climate Change, Mitigation, Trade-Related, Trade in Low Carbon Technology Products, Imports;Imports;Units;;;;;4.48066267258046;4.33366033516046;3.40918770606765;3.31145563171502;3.45662702342897;3.18997272683582;3.25217806355848;3.31777357865284;3.21033697988751;3.8625547926102;3.90504838878456;4.62520595912319;4.03539429887633;3.95931328419567;3.24082838700687;3.40069048636949;3.77846442789988;4.28933275526835;3.78664569217895;3.65820862199886;4.27595892990108;3.79885723452517;5.51759072132379;5.59496010339487;5.19870478001002;6.23801988283712
1531;Poland, Rep. of;PL;POL;Total trade in low carbon technology products;US Dollars;"Department of Economic and Social Affairs/United Nations. 2022. United Nations Comtrade database. https://comtrade.un.org. Accessed on 2023-12-03; International Monetary Fund (IMF) Direction of Trade Statistics (DOTS). https://data.imf.org/dot. Accessed on 2023-12-03. World Economic Outlook (WEO) Database. https://www.imf.org/en/Publications/WEO/weo-database/2022/April. Accessed on 2023-12-03; IMF staff calculations.";ECBTL;Trade in Low Carbon Technology Products;Environment, Climate Change, Mitigation, Trade-Related, Trade in Low Carbon Technology Products;Not Applicable;Units;1154117000;1758189001;2258925001;2397725410;2835685016;2718682000;2543454000;2716494000;3166266000;3914908000;5336669763;6379444720;7693930865;11460669909;14324897655;11740459423;12587811466;14456789076;12663331779;14186861786;16678913924;15962768628;15389876425;17547478354;22796283489;20141464510;26573333638;36288999479;44095510837;52895073737
1532;Poland, Rep. of;PL;POL;Total trade in low carbon technology products as percent of GDP;Percent;"Department of Economic and Social Affairs/United Nations. 2022. United Nations Comtrade database. https://comtrade.un.org. Accessed on 2023-12-03; International Monetary Fund (IMF) Direction of Trade Statistics (DOTS). https://data.imf.org/dot. Accessed on 2023-12-03. World Economic Outlook (WEO) Database. https://www.imf.org/en/Publications/WEO/weo-database/2022/April. Accessed on 2023-12-03; IMF staff calculations.";ECBTL;Trade in Low Carbon Technology Products;Environment, Climate Change, Mitigation, Trade-Related, Trade in Low Carbon Technology Products;Not Applicable;Units;1.11093501629878;1.26158686565574;1.43887237634898;1.5224324090366;1.64493779631026;1.61701444113975;1.4820837913468;1.42369933368556;1.59052570045895;1.7972417031251;2.09041964092107;2.08271797206978;2.23254017787539;2.67135535956484;2.68457717779228;2.66953769862952;2.64618424106485;2.7569627106746;2.55705822506384;2.75066048934426;3.09320341166003;3.3479832490072;3.276879859983;3.34377763806342;3.8716221922085;3.37962253090494;4.43289292974171;5.32543021336032;6.40690530347328;6.5428975793038
1533;Poland, Rep. of;PL;POL;Trade balance in low carbon technology products;US Dollars;"Department of Economic and Social Affairs/United Nations. 2022. United Nations Comtrade database. https://comtrade.un.org. Accessed on 2023-12-03; International Monetary Fund (IMF) Direction of Trade Statistics (DOTS). https://data.imf.org/dot. Accessed on 2023-12-03. World Economic Outlook (WEO) Database. https://www.imf.org/en/Publications/WEO/weo-database/2022/April. Accessed on 2023-12-03; IMF staff calculations.";ECBTLB;"Trade in Low Carbon Technology Products; Trade Balance";Environment, Climate Change, Mitigation, Trade-Related, Trade in Low Carbon Technology Products, Trade Balance;Not Applicable;Units;-572769000;-769466999;-1028606999;-1172213058;-1380983016;-1260612000;-785842000;-605076000;-659102000;-447212000;-491410397;-348206728;-471093883;-1371051775;-2024192575;-2107028711;-1780272584;-2226292890;-248657405;63097814;-214775384;-891719606;280790011;441468994;-204598713;-10275612;-2297330802;-1988620421;4462841953;6728677531
1534;Poland, Rep. of;PL;POL;Trade balance in low carbon technology products as percent of GDP;Percent;"Department of Economic and Social Affairs/United Nations. 2022. United Nations Comtrade database. https://comtrade.un.org. Accessed on 2023-12-03; International Monetary Fund (IMF) Direction of Trade Statistics (DOTS). https://data.imf.org/dot. Accessed on 2023-12-03. World Economic Outlook (WEO) Database. https://www.imf.org/en/Publications/WEO/weo-database/2022/April. Accessed on 2023-12-03; IMF staff calculations.";ECBTLB;"Trade in Low Carbon Technology Products; Trade Balance";Environment, Climate Change, Mitigation, Trade-Related, Trade in Low Carbon Technology Products, Trade Balance;Not Applicable;Units;-0.551338502379255;-0.552130322133631;-0.655194039786683;-0.744295048278734;-0.801087266838008;-0.749785303567708;-0.457914194933172;-0.317116952229279;-0.331089892707656;-0.205304455823223;-0.192489696994882;-0.113680177857426;-0.136696838040645;-0.319576999989411;-0.37934659787289;-0.479094758855013;-0.374245298263716;-0.424562221147674;-0.0502104401728383;0.0122339010946782;-0.039831367531278;-0.187026597532871;0.0597870383439616;0.0841245744975691;-0.0347481605117925;-0.00172418891470356;-0.383234621903092;-0.291831117554706;0.648433485280019;0.832309037858479
1535;Portugal;PT;PRT;Comparative advantage in low carbon technology products;Index;"Department of Economic and Social Affairs/United Nations. 2022. United Nations Comtrade database. https://comtrade.un.org. Accessed on 2023-12-03; International Monetary Fund (IMF) Direction of Trade Statistics (DOTS). https://data.imf.org/dot. Accessed on 2023-12-03. World Economic Outlook (WEO) Database. https://www.imf.org/en/Publications/WEO/weo-database/2022/April. Accessed on 2023-12-03; IMF staff calculations.";ECBTLA;"Trade in Low Carbon Technology Products; Comparative Advantage";Environment, Climate Change, Mitigation, Trade-Related, Trade in Low Carbon Technology Products, Comparative Advantage;Not Applicable;Units;;;;;0.421184603936825;0.337766194554478;0.37933206847715;0.374602834243795;0.398823643811612;0.366786395593872;0.331063479902055;0.4524207411283;0.434154747925657;0.506325013540307;0.654574246907946;0.547863705471959;0.490890531499754;0.570072032455207;0.699781066007321;0.758081581023289;0.798060268705377;0.768859527839536;0.814599007326163;0.816823609128362;0.861430565948204;0.815467761772049;0.792493711162107;0.838633192102513;0.659849463889453;0.78781320841583
1536;Portugal;PT;PRT;Exports of low carbon technology products;US Dollars;"Department of Economic and Social Affairs/United Nations. 2022. United Nations Comtrade database. https://comtrade.un.org. Accessed on 2023-12-03; International Monetary Fund (IMF) Direction of Trade Statistics (DOTS). https://data.imf.org/dot. Accessed on 2023-12-03. World Economic Outlook (WEO) Database. https://www.imf.org/en/Publications/WEO/weo-database/2022/April. Accessed on 2023-12-03; IMF staff calculations.";ECBTLX;"Trade in Low Carbon Technology Products; Exports";Environment, Climate Change, Mitigation, Trade-Related, Trade in Low Carbon Technology Products, Exports;Exports;Units;173118820;248939137;275747916;324682583;352333058;291422292;330942469;326899730;365440111;418581664;447974352;661062394;748617358;1034186768;1478203839;1058594542;1048233610;1373319274;1630484698;1881649038;2063246176;1837172243.848;1957060343.703;2313954244.889;2635235514.617;2580000849.014;2552962947.493;3241175621.178;2311235903.437;2858347841.603
1537;Portugal;PT;PRT;Exports of low carbon technology products as percent of GDP;Percent;"Department of Economic and Social Affairs/United Nations. 2022. United Nations Comtrade database. https://comtrade.un.org. Accessed on 2023-12-03; International Monetary Fund (IMF) Direction of Trade Statistics (DOTS). https://data.imf.org/dot. Accessed on 2023-12-03. World Economic Outlook (WEO) Database. https://www.imf.org/en/Publications/WEO/weo-database/2022/April. Accessed on 2023-12-03; IMF staff calculations.";ECBTLX;"Trade in Low Carbon Technology Products; Exports";Environment, Climate Change, Mitigation, Trade-Related, Trade in Low Carbon Technology Products, Exports;Exports;Units;0.173653971098101;0.210640519618741;0.224816600674206;0.277006025417259;0.28385570106596;0.228392853335178;0.278905311484076;0.26882092162499;0.271298748871345;0.253402141613103;0.236652615925193;0.334947646678544;0.358589163728214;0.429971497475653;0.561227652576659;0.43313653150534;0.43986596321519;0.560367174797599;0.75359383757391;0.830980530080524;0.897214806015393;0.921284101118986;0.94832976641597;1.04571495105515;1.08703982252356;1.07493989687822;1.11556860598257;1.26754573431064;0.904956287456816;0.994480701541581
1538;Portugal;PT;PRT;Exports of low carbon technology products as share of total exports;Percent;"Department of Economic and Social Affairs/United Nations. 2022. United Nations Comtrade database. https://comtrade.un.org. Accessed on 2023-12-03; International Monetary Fund (IMF) Direction of Trade Statistics (DOTS). https://data.imf.org/dot. Accessed on 2023-12-03. World Economic Outlook (WEO) Database. https://www.imf.org/en/Publications/WEO/weo-database/2022/April. Accessed on 2023-12-03; IMF staff calculations.";ECBTLX;"Trade in Low Carbon Technology Products; Exports";Environment, Climate Change, Mitigation, Trade-Related, Trade in Low Carbon Technology Products, Exports;Exports;Units;;;;;1.4571523027957;1.18745950240144;1.36039541038405;1.35723291561762;1.41243178733118;1.31886514562237;1.25402523616196;1.7075625747244;1.67210059577126;1.97051212251342;2.57676524797214;2.39184457626631;2.12216100242904;2.30403100743846;2.80673248680145;2.99733928203971;3.23335218710221;3.3383489314623;3.53481189797614;3.72487747815963;3.85594025656768;3.84856671615958;4.15233907918918;4.30956427594786;2.80370483335315;3.40887034889561
1539;Portugal;PT;PRT;Imports of low carbon technology products;US Dollars;"Department of Economic and Social Affairs/United Nations. 2022. United Nations Comtrade database. https://comtrade.un.org. Accessed on 2023-12-03; International Monetary Fund (IMF) Direction of Trade Statistics (DOTS). https://data.imf.org/dot. Accessed on 2023-12-03. World Economic Outlook (WEO) Database. https://www.imf.org/en/Publications/WEO/weo-database/2022/April. Accessed on 2023-12-03; IMF staff calculations.";ECBTLM;"Trade in Low Carbon Technology Products; Imports";Environment, Climate Change, Mitigation, Trade-Related, Trade in Low Carbon Technology Products, Imports;Imports;Units;568681663;708512817;792136366;804783120;858219781;909722885;944503608;920520325;880800742;1048998183;1408680778;1568150263;1703915237;2212394691;3167787673;2351832856;2155458510;2271054558;1739617189;1827077037;1918250384;1673115508.475;1797429389.025;2403220626.431;3280456466.6;3767064755.937;3666649096.837;4637672182.909;4212642661.69;6038080698.834
1540;Portugal;PT;PRT;Imports of low carbon technology products as percent of GDP;Percent;"Department of Economic and Social Affairs/United Nations. 2022. United Nations Comtrade database. https://comtrade.un.org. Accessed on 2023-12-03; International Monetary Fund (IMF) Direction of Trade Statistics (DOTS). https://data.imf.org/dot. Accessed on 2023-12-03. World Economic Outlook (WEO) Database. https://www.imf.org/en/Publications/WEO/weo-database/2022/April. Accessed on 2023-12-03; IMF staff calculations.";ECBTLM;"Trade in Low Carbon Technology Products; Imports";Environment, Climate Change, Mitigation, Trade-Related, Trade in Low Carbon Technology Products, Imports;Imports;Units;0.570439592128818;0.599510023726875;0.645826839447586;0.686608352484681;0.69142129037585;0.712966067295429;0.795990535101356;0.756975608823646;0.653896855097969;0.635045461810898;0.744167583766572;0.794551686796132;0.816178697127661;0.919820952782152;1.2027096620056;0.962280349569513;0.904486199094043;0.926677758458132;0.804033791286796;0.806880249208414;0.834162528053809;0.839014807923016;0.870977636498447;1.08605593446537;1.35319473173061;1.56952204175748;1.60221621140348;1.81368191040537;1.64944541482591;2.10077816350496
1541;Portugal;PT;PRT;Imports of low carbon technology products as share of total imports;Percent;"Department of Economic and Social Affairs/United Nations. 2022. United Nations Comtrade database. https://comtrade.un.org. Accessed on 2023-12-03; International Monetary Fund (IMF) Direction of Trade Statistics (DOTS). https://data.imf.org/dot. Accessed on 2023-12-03. World Economic Outlook (WEO) Database. https://www.imf.org/en/Publications/WEO/weo-database/2022/April. Accessed on 2023-12-03; IMF staff calculations.";ECBTLM;"Trade in Low Carbon Technology Products; Imports";Environment, Climate Change, Mitigation, Trade-Related, Trade in Low Carbon Technology Products, Imports;Imports;Units;;;;;2.32507697500432;2.27901100052774;2.36889741262425;2.33386674543127;2.19583278427702;2.22194508811718;2.56854685631834;2.45650827745991;2.41155473861093;2.68972821925811;3.34763603750015;3.27757279243715;2.77536516893065;2.73835843931466;2.40011066688904;2.41293216420252;2.44731978407377;2.50070965158073;2.64529657221482;3.05141960588028;3.68368473391582;4.21283127046971;4.71385074694902;4.72905790591256;3.681628043891;5.32287752508706
1542;Portugal;PT;PRT;Total trade in low carbon technology products;US Dollars;"Department of Economic and Social Affairs/United Nations. 2022. United Nations Comtrade database. https://comtrade.un.org. Accessed on 2023-12-03; International Monetary Fund (IMF) Direction of Trade Statistics (DOTS). https://data.imf.org/dot. Accessed on 2023-12-03. World Economic Outlook (WEO) Database. https://www.imf.org/en/Publications/WEO/weo-database/2022/April. Accessed on 2023-12-03; IMF staff calculations.";ECBTL;Trade in Low Carbon Technology Products;Environment, Climate Change, Mitigation, Trade-Related, Trade in Low Carbon Technology Products;Not Applicable;Units;741800483;957451954;1067884282;1129465703;1210552839;1201145177;1275446077;1247420055;1246240853;1467579847;1856655130;2229212657;2452532595;3246581459;4645991512;3410427398;3203692120;3644373832;3370101887;3708726075;3981496560;3510287752.323;3754489732.728;4717174871.32;5915691981.217;6347065604.951;6219612044.33;7878847804.087;6523878565.127;8896428540.437
1543;Portugal;PT;PRT;Total trade in low carbon technology products as percent of GDP;Percent;"Department of Economic and Social Affairs/United Nations. 2022. United Nations Comtrade database. https://comtrade.un.org. Accessed on 2023-12-03; International Monetary Fund (IMF) Direction of Trade Statistics (DOTS). https://data.imf.org/dot. Accessed on 2023-12-03. World Economic Outlook (WEO) Database. https://www.imf.org/en/Publications/WEO/weo-database/2022/April. Accessed on 2023-12-03; IMF staff calculations.";ECBTL;Trade in Low Carbon Technology Products;Environment, Climate Change, Mitigation, Trade-Related, Trade in Low Carbon Technology Products;Not Applicable;Units;0.744093563226919;0.810150543345616;0.870643440121792;0.96361437790194;0.97527699144181;0.941358920630607;1.07489584658543;1.02579653044864;0.925195603969314;0.888447603424002;0.980820199691765;1.12949933347468;1.17476786085588;1.34979245025781;1.76393731458226;1.39541688107485;1.34435216230923;1.48704493325573;1.55762762886071;1.63786077928894;1.7313773340692;1.760298909042;1.81930740291442;2.13177088552052;2.44023455425416;2.6444619386357;2.71778481738605;3.08122764471602;2.55440170228273;3.09525886504654
1544;Portugal;PT;PRT;Trade balance in low carbon technology products;US Dollars;"Department of Economic and Social Affairs/United Nations. 2022. United Nations Comtrade database. https://comtrade.un.org. Accessed on 2023-12-03; International Monetary Fund (IMF) Direction of Trade Statistics (DOTS). https://data.imf.org/dot. Accessed on 2023-12-03. World Economic Outlook (WEO) Database. https://www.imf.org/en/Publications/WEO/weo-database/2022/April. Accessed on 2023-12-03; IMF staff calculations.";ECBTLB;"Trade in Low Carbon Technology Products; Trade Balance";Environment, Climate Change, Mitigation, Trade-Related, Trade in Low Carbon Technology Products, Trade Balance;Not Applicable;Units;-395562843;-459573680;-516388450;-480100537;-505886723;-618300593;-613561139;-593620595;-515360631;-630416519;-960706426;-907087869;-955297879;-1178207923;-1689583834;-1293238314;-1107224900;-897735284;-109132491;54572001;144995792;164056735.373;159630954.678;-89266381.5420003;-645220951.983;-1187063906.923;-1113686149.344;-1396496561.731;-1901406758.253;-3179732857.231
1545;Portugal;PT;PRT;Trade balance in low carbon technology products as percent of GDP;Percent;"Department of Economic and Social Affairs/United Nations. 2022. United Nations Comtrade database. https://comtrade.un.org. Accessed on 2023-12-03; International Monetary Fund (IMF) Direction of Trade Statistics (DOTS). https://data.imf.org/dot. Accessed on 2023-12-03. World Economic Outlook (WEO) Database. https://www.imf.org/en/Publications/WEO/weo-database/2022/April. Accessed on 2023-12-03; IMF staff calculations.";ECBTLB;"Trade in Low Carbon Technology Products; Trade Balance";Environment, Climate Change, Mitigation, Trade-Related, Trade in Low Carbon Technology Products, Trade Balance;Not Applicable;Units;-0.396785621030716;-0.388869504108134;-0.42101023877338;-0.409602327067423;-0.407565589309891;-0.484573213960251;-0.51708522361728;-0.488154687198656;-0.382598106226623;-0.381643320197795;-0.507514967841379;-0.459604040117588;-0.457589533399447;-0.489849455306499;-0.641482009428939;-0.529143818064173;-0.464620235878853;-0.366310583660533;-0.0504399537128868;0.0241002808721096;0.0630522779615845;0.0822692931959703;0.0773521299175226;-0.0403409834102149;-0.26615490920705;-0.494582144879264;-0.486647605420912;-0.546136176094729;-0.744489127369095;-1.10629746196338
1546;Qatar;QA;QAT;Comparative advantage in low carbon technology products;Index;"Department of Economic and Social Affairs/United Nations. 2022. United Nations Comtrade database. https://comtrade.un.org. Accessed on 2023-12-03; International Monetary Fund (IMF) Direction of Trade Statistics (DOTS). https://data.imf.org/dot. Accessed on 2023-12-03. World Economic Outlook (WEO) Database. https://www.imf.org/en/Publications/WEO/weo-database/2022/April. Accessed on 2023-12-03; IMF staff calculations.";ECBTLA;"Trade in Low Carbon Technology Products; Comparative Advantage";Environment, Climate Change, Mitigation, Trade-Related, Trade in Low Carbon Technology Products, Comparative Advantage;Not Applicable;Units;;;;;;;0.0257584686916305;1.8836893259818e-05;0.0427902217367533;0.0082389466979289;0.0080240102042522;0.0169726940416522;0.0267687172510557;0.0127449301184489;0.00267634069896079;0.0230678810412383;0.00245508424989437;0.00080630032599581;0.000215295718684442;0.000507953316224654;0.000218812344656667;0.000554415949418709;0.000644497927128669;0.000989460470186046;0.000257324831823713;0.000241564406087502;0.000560262899925607;9.34239756016147e-05;0.000201332377252226;
1547;Qatar;QA;QAT;Exports of low carbon technology products;US Dollars;"Department of Economic and Social Affairs/United Nations. 2022. United Nations Comtrade database. https://comtrade.un.org. Accessed on 2023-12-03; International Monetary Fund (IMF) Direction of Trade Statistics (DOTS). https://data.imf.org/dot. Accessed on 2023-12-03. World Economic Outlook (WEO) Database. https://www.imf.org/en/Publications/WEO/weo-database/2022/April. Accessed on 2023-12-03; IMF staff calculations.";ECBTLX;"Trade in Low Carbon Technology Products; Exports";Environment, Climate Change, Mitigation, Trade-Related, Trade in Low Carbon Technology Products, Exports;Exports;Units;;;;;;;10702058;7403;16634741;3959856.571;5657010.762;16480341;35103136;22050448;7091181;44790837;7915491;3725208;1147502.004;2677325.767;1123038;1854870.439;1601622.591;3044095.667;970544.579;831050.719;1511025.917;418470.724;1119978.965;
1548;Qatar;QA;QAT;Exports of low carbon technology products as percent of GDP;Percent;"Department of Economic and Social Affairs/United Nations. 2022. United Nations Comtrade database. https://comtrade.un.org. Accessed on 2023-12-03; International Monetary Fund (IMF) Direction of Trade Statistics (DOTS). https://data.imf.org/dot. Accessed on 2023-12-03. World Economic Outlook (WEO) Database. https://www.imf.org/en/Publications/WEO/weo-database/2022/April. Accessed on 2023-12-03; IMF staff calculations.";ECBTLX;"Trade in Low Carbon Technology Products; Exports";Environment, Climate Change, Mitigation, Trade-Related, Trade in Low Carbon Technology Products, Exports;Exports;Units;;;;;;;0.059177523544006;4.23083531750627e-05;0.0860393156420577;0.0166972727362065;0.018456239877634;0.0369213185123352;0.0598736145018736;0.0290188873828877;0.00629647302094421;0.050785785394828;0.0066123757427065;0.00222035577417463;0.000614184235033248;0.00134723298784991;0.000544570006580894;0.00114682350028961;0.00105555919849359;0.00188957867191222;0.000529383272973052;0.00047119393645513;0.00104633450027566;0.000232830209080973;0.00047404863282867;
1549;Qatar;QA;QAT;Exports of low carbon technology products as share of total exports;Percent;"Department of Economic and Social Affairs/United Nations. 2022. United Nations Comtrade database. https://comtrade.un.org. Accessed on 2023-12-03; International Monetary Fund (IMF) Direction of Trade Statistics (DOTS). https://data.imf.org/dot. Accessed on 2023-12-03. World Economic Outlook (WEO) Database. https://www.imf.org/en/Publications/WEO/weo-database/2022/April. Accessed on 2023-12-03; IMF staff calculations.";ECBTLX;"Trade in Low Carbon Technology Products; Exports";Environment, Climate Change, Mitigation, Trade-Related, Trade in Low Carbon Technology Products, Exports;Exports;Units;;;;;;;0.0923773798700761;6.82484199880934e-05;0.151541339902326;0.0296250345352789;0.0303939029890288;0.0640597004140318;0.103096852625431;0.049600629294193;0.0105355530520673;0.100708963932757;0.0106135354391251;0.00325878283205913;0.000863523632253531;0.00200837016262465;0.000886521232673702;0.0024072458301042;0.00279668759788116;0.0045121357655886;0.00115183883329167;0.00114005332480218;0.00293554573520784;0.000480086683381032;0.000855462632166533;
1550;Qatar;QA;QAT;Imports of low carbon technology products;US Dollars;"Department of Economic and Social Affairs/United Nations. 2022. United Nations Comtrade database. https://comtrade.un.org. Accessed on 2023-12-03; International Monetary Fund (IMF) Direction of Trade Statistics (DOTS). https://data.imf.org/dot. Accessed on 2023-12-03. World Economic Outlook (WEO) Database. https://www.imf.org/en/Publications/WEO/weo-database/2022/April. Accessed on 2023-12-03; IMF staff calculations.";ECBTLM;"Trade in Low Carbon Technology Products; Imports";Environment, Climate Change, Mitigation, Trade-Related, Trade in Low Carbon Technology Products, Imports;Imports;Units;;;;;;;318799844;423882152;310886530;338073145.803;222035454.019;851149442;1240835016;2348815431;2515582672;;1408418420;;1120151562.669;1049314593.207;1179122139;1074816909.916;1226911289.536;1130520009.179;1385364503.669;1562048255.863;1357271072.205;1587257537.167;1689803786.869;
1551;Qatar;QA;QAT;Imports of low carbon technology products as percent of GDP;Percent;"Department of Economic and Social Affairs/United Nations. 2022. United Nations Comtrade database. https://comtrade.un.org. Accessed on 2023-12-03; International Monetary Fund (IMF) Direction of Trade Statistics (DOTS). https://data.imf.org/dot. Accessed on 2023-12-03. World Economic Outlook (WEO) Database. https://www.imf.org/en/Publications/WEO/weo-database/2022/April. Accessed on 2023-12-03; IMF staff calculations.";ECBTLM;"Trade in Low Carbon Technology Products; Imports";Environment, Climate Change, Mitigation, Trade-Related, Trade in Low Carbon Technology Products, Imports;Imports;Units;;;;;;;1.76281844801583;2.42249841840087;1.60798802238845;1.42553130878537;0.724400177606385;1.90685129935591;2.11642849825184;3.09109413447645;2.23366156162179;;1.17655263533103;;0.599545297734536;0.528016146568831;0.571765649065221;0.664534441265267;0.808603415488007;0.701754061369533;0.755646686490826;0.885659141837475;0.9398644544058;0.883123915363656;0.715235910626195;
1552;Qatar;QA;QAT;Imports of low carbon technology products as share of total imports;Percent;"Department of Economic and Social Affairs/United Nations. 2022. United Nations Comtrade database. https://comtrade.un.org. Accessed on 2023-12-03; International Monetary Fund (IMF) Direction of Trade Statistics (DOTS). https://data.imf.org/dot. Accessed on 2023-12-03. World Economic Outlook (WEO) Database. https://www.imf.org/en/Publications/WEO/weo-database/2022/April. Accessed on 2023-12-03; IMF staff calculations.";ECBTLM;"Trade in Low Carbon Technology Products; Imports";Environment, Climate Change, Mitigation, Trade-Related, Trade in Low Carbon Technology Products, Imports;Imports;Units;;;;;;;9.87952303139367;11.3946677613241;7.67238817476836;6.9435644669848;3.72532972223867;8.46012952278037;7.54711612238939;10.0250454220575;9.04117023082111;;6.27586676178771;;4.55980095779369;4.00691078611832;3.97194380462626;3.38219239276007;3.93263008212869;3.89636102057516;4.49604999444558;5.52124681689829;5.43391942901745;5.85873578990646;5.19000752052917;
1553;Qatar;QA;QAT;Total trade in low carbon technology products;US Dollars;"Department of Economic and Social Affairs/United Nations. 2022. United Nations Comtrade database. https://comtrade.un.org. Accessed on 2023-12-03; International Monetary Fund (IMF) Direction of Trade Statistics (DOTS). https://data.imf.org/dot. Accessed on 2023-12-03. World Economic Outlook (WEO) Database. https://www.imf.org/en/Publications/WEO/weo-database/2022/April. Accessed on 2023-12-03; IMF staff calculations.";ECBTL;Trade in Low Carbon Technology Products;Environment, Climate Change, Mitigation, Trade-Related, Trade in Low Carbon Technology Products;Not Applicable;Units;;;;;;;329501902;423889555;327521271;342033002.374;227692464.781;867629783;1275938152;2370865879;2522673853;;1416333911;;1121299064.673;1051991918.974;1180245177;1076671780.355;1228512912.127;1133564104.846;1386335048.248;1562879306.582;1358782098.122;1587676007.891;1690923765.834;
