ObjectId;Country;ISO3;Indicator;CTS Name;Unit;1995;1996;1997;1998;1999;2000;2001;2002;2003;2004;2005;2006;2007;2008;2009;2010;2011;2012;2013;2014;2015;2016;2017;2018;2019;2020;2021;2022
1304;Slovenia, Rep. of;SVN;Expenditure on environmental protection n.e.c.;Expenditure on Environmental Protection Not Elsewhere Classified;Domestic Currency;7050000;8552000;9529000;10612000;12074000;14230000;16799000;21563000;40459000;51595000;43679000;35482000;34055000;37315000;39168000;43543000;40944000;25894000;19699000;18595000;28254000;37464000;22832000;23200000;25261000;24181000;24482000;
1305;Slovenia, Rep. of;SVN;Expenditure on environmental protection n.e.c.;Expenditure on Environmental Protection Not Elsewhere Classified;Percent of GDP;0,066756306;0,070402476;0,068868572;0,069125445;0,070089281;0,075478303;0,079436534;0,091568076;0,157960903;0,186747598;0,150029539;0,112747575;0,097096098;0,098389746;0,108035052;0,119742382;0,110484476;0,071425222;0,054037521;0,049409714;0,072721002;0,092633619;0,053083725;0,050570774;0,052049014;0,051426396;0,046893107;
1306;Slovenia, Rep. of;SVN;Expenditure on environmental protection R&D;Expenditure on Environmental Protection R&D;Domestic Currency;1551000;1660000;1743000;1978000;2668000;2767000;1732000;1862000;1068000;1049000;1694000;5029000;6392000;12084000;11773000;10978000;11526000;18303000;13127000;17417000;17499000;18199000;19576000;21932000;25434000;24918000;27967000;
1307;Slovenia, Rep. of;SVN;Expenditure on environmental protection R&D;Expenditure on Environmental Protection R&D;Percent of GDP;0,014686387;0,013665588;0,012597116;0,012884483;0,015487676;0,014676631;0,008190016;0,007907052;0,004169709;0,003796845;0,005818587;0,015980146;0,018224586;0,031862299;0,032472852;0,030189281;0,031102092;0,050486438;0,036009469;0,046279591;0,045039457;0,044998912;0,045513621;0,04780682;0,052405472;0,052993794;0,053568316;
1308;Slovenia, Rep. of;SVN;Expenditure on pollution abatement;Expenditure on Pollution Abatement;Domestic Currency;1146000;1341000;1461000;1793000;2187000;2860000;3387000;4685000;5037000;6157000;6593000;5430000;5015000;8899000;7325000;13268000;23358000;31467000;32950000;36225000;27688000;23406000;30408000;49258000;67176000;95728000;106617000;
1309;Slovenia, Rep. of;SVN;Expenditure on pollution abatement;Expenditure on Pollution Abatement;Percent of GDP;0,010851451;0,01103949;0,010559029;0,011679412;0,012695483;0,015169919;0,016015926;0,019895026;0,019665564;0,022285201;0,022645774;0,017254364;0,014298544;0,0234643;0,020204166;0,036486735;0,063029904;0,086797616;0,090387142;0,096255278;0,071264214;0,057873759;0,0706977;0,107371344;0,138412753;0,203587364;0,204215438;
1310;Slovenia, Rep. of;SVN;Expenditure on waste management;Expenditure on Waste Management;Domestic Currency;9317000;11408000;13283000;15518000;21372000;24831000;42123000;35054000;38791000;49825000;56462000;61671000;71974000;59674000;54245000;44906000;40041000;38083000;36049000;39399000;86461000;41379000;13959000;19255000;21648000;19845000;24149000;
1311;Slovenia, Rep. of;SVN;Expenditure on waste management;Expenditure on Waste Management;Percent of GDP;0,088222483;0,093913874;0,095999711;0,101082609;0,124063948;0,131707783;0,199184781;0,148858106;0,151448661;0,180341101;0,193936854;0,19596572;0,205209061;0,157344492;0,149621155;0,123490605;0,108047795;0,105046989;0,098888197;0,104689074;0,222535944;0,102313862;0,032454262;0,041971563;0,04460461;0,042204906;0,046255275;
1312;Slovenia, Rep. of;SVN;Expenditure on waste water management;Expenditure on Waste Water Management;Domestic Currency;16352000;17854000;19716000;23966000;30529000;38547000;46845000;57554000;63368000;65994000;68255000;83330000;79057000;111420000;160476000;101861000;119695000;122648000;142815000;233361000;220050000;83065000;79942000;96785000;114439000;111096000;131231000;
1313;Slovenia, Rep. of;SVN;Expenditure on waste water management;Expenditure on Waste Water Management;Percent of GDP;0,154836755;0,146979164;0,142492682;0,156111987;0,177220113;0,204459744;0,221513451;0,244405188;0,247402717;0,238864638;0,234443696;0,264789341;0,225403795;0,293784953;0,442632582;0,280115719;0,322988456;0,338308513;0,391764483;0,620075304;0,566371363;0,205386814;0,185862785;0,210969498;0,235795776;0,236270911;0,251361379;
1314;Solomon Islands;SLB;Expenditure on biodiversity & landscape protection;Expenditure on Biodiversity & Landscape Protection;Domestic Currency;;;;;;;;;;;;;;;;;142668,69;1635200;0;0;0;0;0;0;0;0;;
1315;Solomon Islands;SLB;Expenditure on biodiversity & landscape protection;Expenditure on Biodiversity & Landscape Protection;Percent of GDP;;;;;;;;;;;;;;;;;0,001778352;0,018757456;0;0;0;0;0;0;0;0;;
1316;Solomon Islands;SLB;Expenditure on environment protection;Environmental Protection Expenditures;Domestic Currency;;;;;;;;;;;;;;;;;11050207,26;11311418,45;37150465,36;36742727,7;51806064,86;52694770,75;56828834,5;54263833,28;57279852,25;76904575,53;;
1317;Solomon Islands;SLB;Expenditure on environment protection;Environmental Protection Expenditures;Percent of GDP;;;;;;;;;;;;;;;;;0,137739817;0,129753814;0,395638609;0,373018829;0,500449819;0,480598763;0,490212241;0,422388539;0,432816885;0,60953139;;
1318;Solomon Islands;SLB;Expenditure on environmental protection n.e.c.;Expenditure on Environmental Protection Not Elsewhere Classified;Domestic Currency;;;;;;;;;;;;;;;;;10737242,37;9676218,45;37150465,36;36742727,7;48697870,97;49533257,42;53419290,91;51008181,35;53843249,08;75537950,68;;
1319;Solomon Islands;SLB;Expenditure on environmental protection n.e.c.;Expenditure on Environmental Protection Not Elsewhere Classified;Percent of GDP;;;;;;;;;;;;;;;;;0,133838738;0,110996357;0,395638609;0,373018829;0,470424473;0,451764414;0,460801115;0,397046613;0,406849293;0,598699776;;
1320;Solomon Islands;SLB;Expenditure on environmental protection R&D;Expenditure on Environmental Protection R&D;Domestic Currency;;;;;;;;;;;;;;;;;0;0;0;0;0;0;0;0;0;0;;
1321;Solomon Islands;SLB;Expenditure on environmental protection R&D;Expenditure on Environmental Protection R&D;Percent of GDP;;;;;;;;;;;;;;;;;0;0;0;0;0;0;0;0;0;0;;
1322;Solomon Islands;SLB;Expenditure on pollution abatement;Expenditure on Pollution Abatement;Domestic Currency;;;;;;;;;;;;;;;;;53029,26;0;0;0;0;0;0;0;0;965151,38;;
1323;Solomon Islands;SLB;Expenditure on pollution abatement;Expenditure on Pollution Abatement;Percent of GDP;;;;;;;;;;;;;;;;;0,000661005;0;0;0;0;0;0;0;0;0,007649611;;
1324;Solomon Islands;SLB;Expenditure on waste management;Expenditure on Waste Management;Domestic Currency;;;;;;;;;;;;;;;;;117266,94;0;0;0;6000;6102,926855;6581,71988;6284,650273;6633,955202;401473,47;;
1325;Solomon Islands;SLB;Expenditure on waste management;Expenditure on Waste Management;Percent of GDP;;;;;;;;;;;;;;;;;0,001461722;0;0;0;5,80E-05;5,57E-05;5,68E-05;4,89E-05;5,01E-05;0,003182004;;
1326;Solomon Islands;SLB;Expenditure on waste water management;Expenditure on Waste Water Management;Domestic Currency;;;;;;;;;;;;;;;;;0;0;0;0;3102193,89;3155410,4;3402961,866;3249367,28;3429969,216;0;;
1327;Solomon Islands;SLB;Expenditure on waste water management;Expenditure on Waste Water Management;Percent of GDP;;;;;;;;;;;;;;;;;0;0;0;0;0,029967387;0,028778687;0,029354351;0,025293007;0,025917465;0;;
1328;Somalia;SOM;Expenditure on biodiversity & landscape protection;Expenditure on Biodiversity & Landscape Protection;Domestic Currency;;;;;;;;;;;;;;;;;;;;;;;0;0;0;;;
1329;Somalia;SOM;Expenditure on biodiversity & landscape protection;Expenditure on Biodiversity & Landscape Protection;Percent of GDP;;;;;;;;;;;;;;;;;;;;;;;0;0;0;;;
1330;Somalia;SOM;Expenditure on environment protection;Environmental Protection Expenditures;Domestic Currency;;;;;;;;;;;;;;;;;;;;;;;3783092,25;7372778,77;2217618,181;;;
1331;Somalia;SOM;Expenditure on environment protection;Environmental Protection Expenditures;Percent of GDP;;;;;;;;;;;;;;;;;;;;;;;0,083903793;0,158518099;0,043814815;;;
1332;Somalia;SOM;Expenditure on environmental protection n.e.c.;Expenditure on Environmental Protection Not Elsewhere Classified;Domestic Currency;;;;;;;;;;;;;;;;;;;;;;;0;3000;0;;;
1333;Somalia;SOM;Expenditure on environmental protection n.e.c.;Expenditure on Environmental Protection Not Elsewhere Classified;Percent of GDP;;;;;;;;;;;;;;;;;;;;;;;0;6,45E-05;0;;;
1334;Somalia;SOM;Expenditure on environmental protection R&D;Expenditure on Environmental Protection R&D;Domestic Currency;;;;;;;;;;;;;;;;;;;;;;;0;0;0;;;
1335;Somalia;SOM;Expenditure on environmental protection R&D;Expenditure on Environmental Protection R&D;Percent of GDP;;;;;;;;;;;;;;;;;;;;;;;0;0;0;;;
1336;Somalia;SOM;Expenditure on pollution abatement;Expenditure on Pollution Abatement;Domestic Currency;;;;;;;;;;;;;;;;;;;;;;;0;0;0;;;
1337;Somalia;SOM;Expenditure on pollution abatement;Expenditure on Pollution Abatement;Percent of GDP;;;;;;;;;;;;;;;;;;;;;;;0;0;0;;;
1338;Somalia;SOM;Expenditure on waste management;Expenditure on Waste Management;Domestic Currency;;;;;;;;;;;;;;;;;;;;;;;3783092,25;7369778,77;2217618,181;;;
1339;Somalia;SOM;Expenditure on waste management;Expenditure on Waste Management;Percent of GDP;;;;;;;;;;;;;;;;;;;;;;;0,083903793;0,158453598;0,043814815;;;
1340;Somalia;SOM;Expenditure on waste water management;Expenditure on Waste Water Management;Domestic Currency;;;;;;;;;;;;;;;;;;;;;;;0;0;0;;;
1341;Somalia;SOM;Expenditure on waste water management;Expenditure on Waste Water Management;Percent of GDP;;;;;;;;;;;;;;;;;;;;;;;0;0;0;;;
1342;South Africa;ZAF;Expenditure on biodiversity & landscape protection;Expenditure on Biodiversity & Landscape Protection;Domestic Currency;;;;;;;;;;;;;;;5966339772;6348770177;7324679089;7612074000;8559891000;10835610000;10975915000;10318418000;12712724000;11493526000;14142356000;13638837000;12257444430;
1343;South Africa;ZAF;Expenditure on biodiversity & landscape protection;Expenditure on Biodiversity & Landscape Protection;Percent of GDP;;;;;;;;;;;;;;;0,213523651;0,207774027;0,220155564;0,213439491;0,221264085;0,262117632;0,248279325;0,216793755;0,250339619;0,214888092;0,251927324;0,245438963;0,197940256;
1344;South Africa;ZAF;Expenditure on environment protection;Environmental Protection Expenditures;Domestic Currency;;4366000000;5293000000;5495000000;5080000000;5749000000;6456800000;10055000000;10070000000;13717000000;3320000000;4039000000;;6525000000;7348929000;7753516000;9442562000;10053980000;11690901000;13207888000;13144304000;12800917000;15583585000;14309581000;17317253000;16285815000;14983305190;
1345;South Africa;ZAF;Expenditure on environment protection;Environmental Protection Expenditures;Percent of GDP;;0,622111017;0,679770627;0,649732244;0,548779829;0,545892371;0,553784454;0,738969294;0,675657995;0,830109299;0,18072945;0,196297229;;0,249843872;0,26300382;0,253746662;0,283812101;0,281909553;0,302197366;0,319503962;0,297329099;0,268951971;0,306872762;0,267538314;0,308483905;0,293072902;0,241959022;
1346;South Africa;ZAF;Expenditure on environmental protection n.e.c.;Expenditure on Environmental Protection Not Elsewhere Classified;Domestic Currency;;;;;;;;;;;;;;;524414128,2;485072260,4;757996000;943673000;1112900000;629706000;642687000;589100000;409985000;358423000;362528000;286090000;306043024,2;
1347;South Africa;ZAF;Expenditure on environmental protection n.e.c.;Expenditure on Environmental Protection Not Elsewhere Classified;Percent of GDP;;;;;;;;;;;;;;;0,018767758;0,015874794;0,022782846;0,026460211;0,028767282;0,015232834;0,014537822;0,012377208;0,008073446;0,006701236;0,006457956;0,005148359;0,004942159;
1348;South Africa;ZAF;Expenditure on environmental protection R&D;Expenditure on Environmental Protection R&D;Domestic Currency;;;;;;;;;;;;;;;109039073,3;108934053,8;164182000;267164000;545660000;412778000;407421000;519154000;570636000;472413000;452183000;402440000;422169404,8;
1349;South Africa;ZAF;Expenditure on environmental protection R&D;Expenditure on Environmental Protection R&D;Percent of GDP;;;;;;;;;;;;;;;0,003902296;0,003565047;0,004934766;0,007491171;0,014104731;0,009985261;0,009216016;0,010907616;0,011236994;0,008832444;0,008055041;0,007242147;0,006817434;
1350;South Africa;ZAF;Expenditure on pollution abatement;Expenditure on Pollution Abatement;Domestic Currency;;;;;;;;;;;;;;;146398912,9;135415977,2;238571000;171850000;176373000;180600000;247289000;262800000;248215000;245225000;435715000;398768000;410742042,1;
1351;South Africa;ZAF;Expenditure on pollution abatement;Expenditure on Pollution Abatement;Percent of GDP;;;;;;;;;;;;;;;0,005239331;0,004431712;0,007170653;0,004818605;0,004559055;0,004368784;0,00559377;0,005521525;0,004887863;0,004584836;0,007761685;0,007176067;0,006632899;
1352;South Africa;ZAF;Expenditure on waste management;Expenditure on Waste Management;Domestic Currency;;;;;;;;;;;;;;;388003033,5;428551867,3;652226723,3;623398000;708710000;872194000;573633000;730445000;1204025000;1378936000;1542471000;1186680000;1214886956;
1353;South Africa;ZAF;Expenditure on waste management;Expenditure on Waste Management;Percent of GDP;;;;;;;;;;;;;;;0,013885871;0,01402507;0,019603772;0,017479829;0,0183194;0,021098713;0,012975794;0,015346918;0,023709723;0,025781203;0,027477076;0,021355011;0,019618693;
1354;South Africa;ZAF;Expenditure on waste water management;Expenditure on Waste Water Management;Domestic Currency;;;;;;;;;;;;;;;214734080,1;246771664,5;304907187,6;435821000;587367000;277000000;297359000;381000000;438000000;361058000;382000000;373000000;372019333,3;
1355;South Africa;ZAF;Expenditure on waste water management;Expenditure on Waste Water Management;Percent of GDP;;;;;;;;;;;;;;;0,007684913;0,008076012;0,009164499;0,012220245;0,015182813;0,006700738;0,006726372;0,00800495;0,008625119;0,006750502;0,006804824;0,006712356;0,006007582;
1356;Spain;ESP;Expenditure on biodiversity & landscape protection;Expenditure on Biodiversity & Landscape Protection;Domestic Currency;476000000;514000000;560000000;638000000;939000000;737000000;936000000;1103000000;1156000000;1148000000;1321000000;1594000000;1852000000;1831000000;2220000000;1672000000;1416000000;1042000000;857000000;892000000;837000000;797000000;793000000;782000000;723000000;712000000;960000000;
1357;Spain;ESP;Expenditure on biodiversity & landscape protection;Expenditure on Biodiversity & Landscape Protection;Percent of GDP;0,103549256;0,105527179;0,108111589;0,115048654;0,157517101;0,113760726;0,133524871;0,147154567;0,14409186;0,133575818;0,142447838;0,158792935;0,172192733;0,165023194;0,207607991;0,155867062;0,133112357;0,101057221;0,083990952;0,086420877;0,077673327;0,071554263;0,068252218;0,064990164;0,058101457;0,063461052;0,079663885;
1358;Spain;ESP;Expenditure on environment protection;Environmental Protection Expenditures;Domestic Currency;3539000000;3771000000;4122000000;4536000000;5189000000;4594000000;5980000000;6883000000;7532000000;7503000000;8065000000;9381000000;10222000000;10301000000;10763000000;11077000000;10102000000;9498000000;8731000000;9088000000;9248000000;9299000000;9801000000;10118000000;10697000000;10547000000;11677000000;
1359;Spain;ESP;Expenditure on environment protection;Environmental Protection Expenditures;Percent of GDP;0,769875663;0,774208159;0,795778514;0,817963474;0,870453924;0,70911367;0,853075566;0,918281854;0,938840734;0,87301338;0,869675864;0,934527302;0,950407191;0,928401925;1,006524689;1,032619284;0,949647619;0,921153061;0,855688451;0,880485352;0,858211379;0,834859585;0,843556104;0,840882969;0,859628327;0,940061393;0,968994982;
1360;Spain;ESP;Expenditure on environmental protection n.e.c.;Expenditure on Environmental Protection Not Elsewhere Classified;Domestic Currency;183000000;211000000;221000000;239000000;261000000;339000000;493000000;565000000;606000000;470000000;500000000;610000000;549000000;686000000;736000000;681000000;980000000;594000000;661000000;687000000;619000000;685000000;673000000;639000000;613000000;672000000;699000000;
1361;Spain;ESP;Expenditure on environmental protection n.e.c.;Expenditure on Environmental Protection Not Elsewhere Classified;Percent of GDP;0,039809903;0,043319523;0,042665466;0,043098164;0,043782708;0,052326847;0,070328805;0,075378359;0,075536044;0,054686964;0,053916669;0,060767685;0,051044174;0,061827368;0,068828595;0,063484132;0,092125784;0,057608435;0,06478182;0,066559577;0,057442998;0,061498959;0,057924014;0,053105774;0,049261678;0,059895824;0,058005266;
1362;Spain;ESP;Expenditure on environmental protection R&D;Expenditure on Environmental Protection R&D;Domestic Currency;71000000;73000000;87000000;91000000;96000000;108000000;129000000;143000000;185000000;198000000;231000000;262000000;285000000;306000000;314000000;316000000;294000000;229000000;234000000;213000000;224000000;210000000;211000000;206000000;224000000;227000000;243000000;
1363;Spain;ESP;Expenditure on environmental protection R&D;Expenditure on Environmental Protection R&D;Percent of GDP;0,015445372;0,014987323;0,016795908;0,016409761;0,016103985;0,0166705;0,018402466;0,019078063;0,023059683;0,023038338;0,024909501;0,026100219;0,026498342;0,027578972;0,029364374;0,029458129;0,027637735;0,022209313;0,022933352;0,020636375;0,020787127;0,018853695;0,018160426;0,017120171;0,018001005;0,020232667;0,020164921;
1364;Spain;ESP;Expenditure on pollution abatement;Expenditure on Pollution Abatement;Domestic Currency;308000000;328000000;361000000;397000000;450000000;114000000;244000000;286000000;438000000;1122000000;1441000000;868000000;950000000;933000000;912000000;369000000;405000000;246000000;233000000;237000000;234000000;242000000;291000000;421000000;596000000;459000000;615000000;
1365;Spain;ESP;Expenditure on pollution abatement;Expenditure on Pollution Abatement;Percent of GDP;0,067002459;0,067340301;0,069693363;0,071589837;0,075487428;0,017596639;0,034807766;0,038156125;0,054595359;0,130550581;0,155387839;0,086469427;0,088327806;0,084088826;0,085287607;0,034398891;0,03807239;0,023858039;0,022835346;0,022961601;0,021715124;0,021726639;0,025045896;0,034988311;0,04789553;0,040910987;0,051034676;
1366;Spain;ESP;Expenditure on waste management;Expenditure on Waste Management;Domestic Currency;1895000000;2008000000;2224000000;2406000000;2562000000;1618000000;2896000000;3527000000;3798000000;3584000000;3679000000;4596000000;4792000000;5271000000;5114000000;6142000000;5788000000;5954000000;5410000000;5559000000;5801000000;5896000000;6378000000;6547000000;6940000000;6912000000;7452000000;
1367;Spain;ESP;Expenditure on waste management;Expenditure on Waste Management;Percent of GDP;0,412239158;0,412254039;0,429357452;0,433866869;0,429775092;0,249748785;0,413128234;0,470547741;0,473409069;0,417017187;0,396718847;0,457849641;0,445544048;0,475061309;0,478246517;0,572569075;0,544106159;0,577442127;0,530211261;0,538580334;0,538330905;0,529339941;0,54894407;0,544105633;0,557709694;0,616071333;0,618390906;
1368;Spain;ESP;Expenditure on waste water management;Expenditure on Waste Water Management;Domestic Currency;606000000;637000000;669000000;765000000;881000000;1678000000;1282000000;1259000000;1349000000;981000000;893000000;1451000000;1794000000;1274000000;1467000000;1897000000;1219000000;1433000000;1336000000;1500000000;1533000000;1469000000;1455000000;1523000000;1601000000;1565000000;1708000000;
1369;Spain;ESP;Expenditure on waste water management;Expenditure on Waste Water Management;Percent of GDP;0,131829514;0,130779792;0,129154737;0,137950189;0,14778761;0,259010174;0,182883424;0,167966999;0,168148719;0,114144492;0,09629517;0,144547395;0,166800088;0,114822255;0,137189605;0,176841995;0,114593194;0,138977925;0,13093572;0,145326588;0,142261899;0,131886088;0,12522948;0,126572916;0,128658965;0,139489531;0,141735328;
1370;Sweden;SWE;Expenditure on biodiversity & landscape protection;Expenditure on Biodiversity & Landscape Protection;Domestic Currency;;;;;;;281000000;376000000;663000000;705000000;1163000000;1210000000;1196000000;1193000000;1202000000;1160000000;1132000000;1152000000;1719000000;1176000000;1377000000;1929000000;1870000000;2282000000;1758000000;1660000000;2774000000;
1371;Sweden;SWE;Expenditure on biodiversity & landscape protection;Expenditure on Biodiversity & Landscape Protection;Percent of GDP;;;;;;;0,01122325;0,0144708;0,024523303;0,024909953;0,03967814;0,038761329;0,03602108;0,034962238;0,035975454;0,032460437;0,030365581;0,030776744;0,044968557;0,029453532;0,032320378;0,043691652;0,040431611;0,047262953;0,034814508;0,032946065;0,050882156;
1372;Sweden;SWE;Expenditure on environment protection;Environmental Protection Expenditures;Domestic Currency;6669000000;7124000000;7325000000;7461000000;7187000000;10116000000;10585000000;11278000000;11516000000;12586000000;14880000000;15330000000;15394000000;15664000000;15597000000;15701000000;16770000000;17207000000;18011000000;17672000000;18105000000;19349000000;21571000000;24187000000;24879000000;26894000000;30608000000;
1373;Sweden;SWE;Expenditure on environment protection;Environmental Protection Expenditures;Percent of GDP;0,349753222;0,364131885;0,357793724;0,346555004;0,317377745;0,420073326;0,422769059;0,434047021;0,425958304;0,444704497;0,507661839;0,491083613;0,463635876;0,459051542;0,466812943;0,439363205;0,449850519;0,459700899;0,471162703;0,442604434;0,424953116;0,438252868;0,466390521;0,500941738;0,492690637;0,533765946;0,561427914;
1374;Sweden;SWE;Expenditure on environmental protection n.e.c.;Expenditure on Environmental Protection Not Elsewhere Classified;Domestic Currency;;;;;;;1722000000;1930000000;1934000000;2081000000;3523000000;3749000000;2619000000;2500000000;2851000000;3082000000;3562000000;3822000000;3408000000;3945000000;3352000000;3440000000;3529000000;4279000000;6848000000;7782000000;10184000000;
1375;Sweden;SWE;Expenditure on environmental protection n.e.c.;Expenditure on Environmental Protection Not Elsewhere Classified;Percent of GDP;;;;;;;0,068777357;0,074278307;0,071535547;0,073528528;0,120194399;0,120096051;0,078878937;0,073265376;0,085329467;0,086244022;0,095549645;0,10210826;0,089152323;0,098804577;0,078676766;0,077915648;0,076301152;0,088623215;0,135614192;0,154449565;0,186800244;
1376;Sweden;SWE;Expenditure on environmental protection R&D;Expenditure on Environmental Protection R&D;Domestic Currency;;;;;;;270000000;282000000;310000000;343000000;322000000;271000000;397000000;426000000;479000000;441000000;443000000;461000000;502000000;421000000;477000000;385000000;410000000;508000000;546000000;482000000;677000000;
1377;Sweden;SWE;Expenditure on environmental protection R&D;Expenditure on Environmental Protection R&D;Percent of GDP;;;;;;;0,010783906;0,0108531;0,011466401;0,012119311;0,010985693;0,008681256;0,01195683;0,01248442;0,014336308;0,012340563;0,01188335;0,012316041;0,013132179;0,010544164;0,011195948;0,008720211;0,008864685;0,010521288;0,010812697;0,009566267;0,012417887;
1378;Sweden;SWE;Expenditure on pollution abatement;Expenditure on Pollution Abatement;Domestic Currency;;;;;;;57000000;87000000;106000000;230000000;75000000;73000000;123000000;60000000;82000000;29000000;33000000;29000000;80000000;201000000;400000000;554000000;1140000000;1354000000;184000000;197000000;209000000;
1379;Sweden;SWE;Expenditure on pollution abatement;Expenditure on Pollution Abatement;Percent of GDP;;;;;;;0,002276602;0,003348297;0,003920769;0,008126651;0,002558779;0,002338493;0,003704509;0,001758369;0,002454232;0,000811511;0,000885216;0,000774762;0,002092778;0,00503415;0,009388636;0,012548043;0,024648148;0,028042962;0,003643839;0,003909864;0,003833587;
1380;Sweden;SWE;Expenditure on waste management;Expenditure on Waste Management;Domestic Currency;;;;;;;3773000000;4116000000;3985000000;4625000000;4926000000;5160000000;5836000000;5898000000;5601000000;5535000000;5420000000;5329000000;5447000000;5074000000;4942000000;5586000000;5811000000;6089000000;5875000000;6404000000;6654000000;
1381;Sweden;SWE;Expenditure on waste management;Expenditure on Waste Management;Percent of GDP;;;;;;;0,150695103;0,158409074;0,147398736;0,163416359;0,168060633;0,165296245;0,175768415;0,172847676;0,167636039;0,154886653;0,145389971;0,142369157;0,142491991;0,12708097;0,115996592;0,126522328;0,12564069;0,126110483;0,116345411;0,127100361;0,122051142;
1382;Sweden;SWE;Expenditure on waste water management;Expenditure on Waste Water Management;Domestic Currency;;;;;;;4482000000;4487000000;4518000000;4602000000;4871000000;4867000000;5223000000;5587000000;5382000000;5454000000;6180000000;6414000000;6855000000;6855000000;7557000000;7455000000;8811000000;9675000000;9668000000;10369000000;10110000000;
1383;Sweden;SWE;Expenditure on waste water management;Expenditure on Waste Water Management;Percent of GDP;;;;;;;0,179012841;0,172687443;0,167113548;0,162603694;0,166184195;0,155910238;0,157306105;0,163733463;0,161081443;0,152620019;0,165776757;0,171355935;0,179324875;0,171687041;0,177374797;0,168854987;0,190504236;0,200380838;0,191459989;0,205793824;0,185442898;
1384;Switzerland;CHE;Expenditure on biodiversity & landscape protection;Expenditure on Biodiversity & Landscape Protection;Domestic Currency;75740671,86;82377530,35;84947757,61;87745949,56;99444489,29;118913545,8;141595618,3;151679074;151046674,6;162990711,3;157101564,7;161857465,3;148221147,5;172833234;216014047,4;209665791,8;228503096,3;252005029;259937326,4;262543989,2;287913084,1;299855542,6;287679475,9;314785827,5;349375977;360514727,5;385124157,3;
1385;Switzerland;CHE;Expenditure on biodiversity & landscape protection;Expenditure on Biodiversity & Landscape Protection;Percent of GDP;0,018132462;0,019558821;0,019825336;0,019923547;0,022199898;0,025154734;0,029181441;0,031333414;0,030869315;0,032358335;0,03003053;0,029085187;0,025002348;0,027993966;0,035571757;0,033346554;0,035656025;0,038817433;0,039321606;0,039008044;0,042606519;0,043758849;0,041457016;0,043735288;0,048000192;0,051074515;0,051865269;
1386;Switzerland;CHE;Expenditure on environment protection;Environmental Protection Expenditures;Domestic Currency;3141836369;3288176195;3209784396;3296012172;3275189602;3266618755;3341111215;3482890099;3439843748;3407102439;3477350123;3529003858;3486905505;3345779158;3824990734;3736212876;3721882289;3804014914;3948414416;3853272078;3923933851;4035236989;4010243382;4013250379;3978359385;4162995059;4109969058;
1387;Switzerland;CHE;Expenditure on environment protection;Environmental Protection Expenditures;Percent of GDP;0,752161648;0,780708649;0,749108104;0,748390698;0,731150383;0,691014004;0,688569613;0,719485131;0,702998722;0,676407631;0,664708003;0,634148919;0,588180756;0,541919084;0,62987404;0,594230578;0,580769053;0,585949003;0,597290121;0,572508272;0,580679281;0,588874643;0,57790957;0,557587557;0,546580271;0,589776059;0,553495926;
1388;Switzerland;CHE;Expenditure on environmental protection n.e.c.;Expenditure on Environmental Protection Not Elsewhere Classified;Domestic Currency;175504278,5;186835858,3;191663774,9;209314413;221622858;213797334,6;222940530,4;235386649,1;249394388,8;229287307,4;228612088,8;231055112,8;275426617,9;274586604,4;289918967,1;290133907,1;274808048,3;283255767,2;280444388,4;255874271,3;254530492,4;252424291;260359357,3;251916181,2;259957112,5;269103740,4;280049236,1;
1389;Switzerland;CHE;Expenditure on environmental protection n.e.c.;Expenditure on Environmental Protection Not Elsewhere Classified;Percent of GDP;0,042016061;0,044360266;0,044731007;0,047526815;0,049474888;0,045226261;0,045945814;0,048625477;0,050968576;0,045520112;0,043700024;0,041519748;0,046459715;0,044475058;0,047741928;0,046144705;0,042881531;0,043631121;0,04242378;0,038017076;0,037666431;0,036837059;0,037519958;0,03500039;0,035715081;0,038124221;0,037714666;
1390;Switzerland;CHE;Expenditure on environmental protection R&D;Expenditure on Environmental Protection R&D;Domestic Currency;89658291,58;94111643,48;95780787,27;95848636,81;98061948,92;121864551,5;126387263;139518612,7;145399198,5;154132550,9;161109740,8;160727758,4;140023121,9;148421650,9;165894873,9;174089164,4;186874112,6;187336854,2;207234672,6;163992425,2;190592073,7;185649543,9;201358859,4;205988737,9;213697397,6;224258279,1;192354147,9;
1391;Switzerland;CHE;Expenditure on environmental protection R&D;Expenditure on Environmental Protection R&D;Percent of GDP;0,021464367;0,022344841;0,022353577;0,021763338;0,021891261;0,025778984;0,026047151;0,028821342;0,029715144;0,030599736;0,030796707;0,028882183;0,023619483;0,024039998;0,027318465;0,027688226;0,029160165;0,028856312;0,031349096;0,024365531;0,02820457;0,027092413;0,029017494;0,028619385;0,029359535;0,031770915;0,025904632;
1392;Switzerland;CHE;Expenditure on pollution abatement;Expenditure on Pollution Abatement;Domestic Currency;0;0;0;0;0;0;0;128123544;26503740;97239281,72;116436816,1;154425683,7;52584335,65;352368268,1;334441990,3;298363992,1;292248342,1;330067732,5;361826978,2;446190588,1;475879306,1;481098921;449350368,5;463625291,8;297009219,7;408398210,4;275883303;
1393;Switzerland;CHE;Expenditure on pollution abatement;Expenditure on Pollution Abatement;Percent of GDP;0;0;0;0;0;0;0;0,026467383;0,005416553;0,019304789;0,022257317;0,027749723;0,00887007;0,057073429;0,055073683;0,047453669;0,045602945;0,050841772;0,054734802;0,066293736;0,070422505;0,070208257;0,064755142;0,064414544;0,04080561;0,057858221;0,037153634;
