ObjectId;Country;ISO3;Indicator;CTS Name;Unit;1995;1996;1997;1998;1999;2000;2001;2002;2003;2004;2005;2006;2007;2008;2009;2010;2011;2012;2013;2014;2015;2016;2017;2018;2019;2020;2021;2022
358;Croatia, Rep. of;HRV;Expenditure on environmental protection R&D;Expenditure on Environmental Protection R&D;Domestic Currency;1303000;1374000;1467000;1859000;1955000;1912000;2066000;2581000;2571000;2978000;6139000;7735000;8112000;10599000;7408000;13957000;5812000;9308000;6307000;6368000;4259000;4236000;3729000;5716000;6563000;6631000;5817000;
359;Croatia, Rep. of;HRV;Expenditure on environmental protection R&D;Expenditure on Environmental Protection R&D;Percent of GDP;0,001109347;0,001064643;0,000996611;0,001145281;0,00117192;0,001057627;0,001064186;0,001211038;0,00109602;0,001176173;0,002254019;0,00260514;0,00249766;0,003035597;0,002222389;0,004201094;0,001721707;0,002781887;0,001877335;0,001899234;0,001237955;0,001190148;0,001001464;0,001462431;0,00159208;0,001752642;0,001350834;
360;Croatia, Rep. of;HRV;Expenditure on pollution abatement;Expenditure on Pollution Abatement;Domestic Currency;3959000;4191000;4451000;5613000;5902000;5771000;6097000;7481000;10095000;7556000;8952000;9376000;7902000;8379000;10596000;8918000;8430000;8402000;8776000;11875000;12337000;12896000;11267000;22390000;20227000;18073000;25987000;
361;Croatia, Rep. of;HRV;Expenditure on pollution abatement;Expenditure on Pollution Abatement;Percent of GDP;0,003370611;0,003247393;0,0030238;0,003458022;0,003537941;0,003192243;0,003140533;0,00351018;0,004303509;0,002984273;0,00328685;0,003157827;0,002433002;0,00239978;0,003178784;0,002684342;0,002497245;0,002511111;0,002612255;0,003541678;0,003585972;0,003623266;0,003025876;0,005728452;0,004906751;0,004776882;0,006034745;
362;Croatia, Rep. of;HRV;Expenditure on waste management;Expenditure on Waste Management;Domestic Currency;13136000;14076000;14756000;18517000;19374000;19014000;21892000;23890000;29207000;29261000;27227000;25606000;17546000;31559000;28439000;28444000;24124000;28507000;25034000;34055000;27229000;29344000;31856000;161913000;159060000;175473000;199132000;
363;Croatia, Rep. of;HRV;Expenditure on waste management;Expenditure on Waste Management;Percent of GDP;0,011183719;0,010906776;0,010024533;0,011407837;0,011613701;0,01051764;0,011276457;0,011209489;0,012450975;0,011556751;0,009996769;0,008624075;0,00540236;0,009038627;0,008531657;0,008561719;0,007146327;0,008519903;0,007451593;0,010156788;0,007914602;0,008244503;0,008555277;0,041425231;0,038585443;0,046379344;0,046242769;
364;Croatia, Rep. of;HRV;Expenditure on waste water management;Expenditure on Waste Water Management;Domestic Currency;13078000;13696000;14518000;18315000;19225000;18824000;20743000;24518000;29229000;28798000;25121000;37758000;43099000;39145000;46268000;38057000;42272000;22414000;33292000;19477000;97739000;82500000;62414000;113675000;123522000;127138000;120700000;
365;Croatia, Rep. of;HRV;Expenditure on waste water management;Expenditure on Waste Water Management;Percent of GDP;0,011134339;0,010612334;0,009862847;0,01128339;0,011524383;0,010412541;0,010684613;0,011504155;0,012460354;0,011373887;0,009223522;0,012716856;0,01327005;0,011211289;0,013880331;0,011455257;0,012522366;0,006698885;0,009909661;0,005808949;0,028409609;0,023179236;0,016761961;0,029083601;0,029964486;0,033603899;0,028029158;
366;Cyprus;CYP;Expenditure on biodiversity & landscape protection;Expenditure on Biodiversity & Landscape Protection;Domestic Currency;100000;100000;100000;100000;100000;100000;100000;100000;200000;200000;200000;200000;0;1100000;600000;0;0;0;0;0;1200000;1100000;1000000;1300000;2000000;5400000;500000;
367;Cyprus;CYP;Expenditure on biodiversity & landscape protection;Expenditure on Biodiversity & Landscape Protection;Percent of GDP;0,001302372;0,001253227;0,001194258;0,001103777;0,001027591;0,000943841;0,000875895;0,000841963;0,001557002;0,001443387;0,001349309;0,001249992;0;0,00578655;0,003212765;0;0;0;0;0;0,006710021;0,005811128;0,004939394;0,006014982;0,008691911;0,0249793;0,002133415;
368;Cyprus;CYP;Expenditure on environment protection;Environmental Protection Expenditures;Domestic Currency;15000000;17400000;17700000;19900000;20600000;22800000;27000000;27700000;31500000;37100000;42400000;43200000;46900000;51500000;54600000;58300000;60600000;54100000;44003000;45775000;62800000;46300000;55600000;55800000;61800000;74400000;89800000;
369;Cyprus;CYP;Expenditure on environment protection;Environmental Protection Expenditures;Percent of GDP;0,195355743;0,218061508;0,211383667;0,219651648;0,211683708;0,215195847;0,236491517;0,233223878;0,245227789;0,267748244;0,286053541;0,269998313;0,267822472;0,270915748;0,29236165;0,300363734;0,306012695;0,278283592;0,244530395;0,26262041;0,351157758;0,244595651;0,274630286;0,258181532;0,268580046;0,344159238;0,38316138;
370;Cyprus;CYP;Expenditure on environmental protection n.e.c.;Expenditure on Environmental Protection Not Elsewhere Classified;Domestic Currency;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;
371;Cyprus;CYP;Expenditure on environmental protection n.e.c.;Expenditure on Environmental Protection Not Elsewhere Classified;Percent of GDP;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;
372;Cyprus;CYP;Expenditure on environmental protection R&D;Expenditure on Environmental Protection R&D;Domestic Currency;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;
373;Cyprus;CYP;Expenditure on environmental protection R&D;Expenditure on Environmental Protection R&D;Percent of GDP;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;
374;Cyprus;CYP;Expenditure on pollution abatement;Expenditure on Pollution Abatement;Domestic Currency;600000;600000;700000;700000;700000;800000;900000;1100000;1200000;1200000;1300000;1500000;1800000;2200000;2400000;3800000;3500000;4100000;2700000;2500000;2500000;7600000;4000000;3600000;4000000;3800000;5000000;
375;Cyprus;CYP;Expenditure on pollution abatement;Expenditure on Pollution Abatement;Percent of GDP;0,00781423;0,007519362;0,008359806;0,00772644;0,007193136;0,007550731;0,007883051;0,009261598;0,009342011;0,008660321;0,008770509;0,009374941;0,010278901;0,0115731;0,012851062;0,019577739;0,017674001;0,021089884;0,015004251;0,014343004;0,01397921;0,04014961;0,019757575;0,016656873;0,017383822;0,017578026;0,021334153;
376;Cyprus;CYP;Expenditure on waste management;Expenditure on Waste Management;Domestic Currency;14200000;16600000;16700000;18800000;19500000;21600000;25600000;26100000;29600000;35300000;40500000;41000000;43900000;46600000;50400000;53500000;56400000;50000000;41303000;43275000;43600000;37600000;41000000;45900000;50600000;51000000;62600000;
377;Cyprus;CYP;Expenditure on waste management;Expenditure on Waste Management;Percent of GDP;0,18493677;0,208035692;0,199441087;0,2075101;0,200380209;0,20386975;0,224228994;0,219752463;0,230436272;0,254757764;0,273235104;0,256248398;0,250690971;0,245139298;0,269872293;0,275633958;0,284803894;0,257193708;0,229526144;0,248277405;0,243797424;0,198634913;0,202515139;0,212375131;0,219905345;0,235915607;0,26710359;
378;Cyprus;CYP;Expenditure on waste water management;Expenditure on Waste Water Management;Domestic Currency;100000;100000;200000;300000;300000;300000;400000;400000;500000;400000;400000;500000;1200000;1600000;1200000;1000000;700000;0;0;0;15500000;0;9600000;5000000;5200000;14200000;21700000;
379;Cyprus;CYP;Expenditure on waste water management;Expenditure on Waste Water Management;Percent of GDP;0,001302372;0,001253227;0,002388516;0,003311331;0,003082772;0,002831524;0,003503578;0,003367854;0,003892505;0,002886774;0,002698618;0,00312498;0,006852601;0,0084168;0,006425531;0,005152037;0,0035348;0;0;0;0,086671103;0;0,047418179;0,023134546;0,022598968;0,065686306;0,092590222;
380;Czech Rep.;CZE;Expenditure on biodiversity & landscape protection;Expenditure on Biodiversity & Landscape Protection;Domestic Currency;2171000000;2757000000;2945000000;3078000000;2493000000;2961000000;3046000000;3436000000;3962000000;6941000000;8230000000;8640000000;8733000000;8408000000;11319000000;11531000000;10756000000;12215000000;13182000000;12368000000;10668000000;9484000000;10599000000;12648000000;12507000000;13235000000;14074000000;
381;Czech Rep.;CZE;Expenditure on biodiversity & landscape protection;Expenditure on Biodiversity & Landscape Protection;Percent of GDP;0,136001493;0,150717095;0,14941472;0,142723071;0,110653298;0,124083881;0,118102024;0,12768573;0,140324681;0,22541518;0,250486897;0,244698136;0,226270899;0,207971584;0,286243905;0,288789768;0,264774613;0,298734725;0,318189751;0,284598849;0,230640609;0,197712135;0,207386675;0,233756398;0,215954491;0,23182162;0,230402978;
382;Czech Rep.;CZE;Expenditure on environment protection;Environmental Protection Expenditures;Domestic Currency;17985000000;21758000000;20381000000;21708000000;18907000000;20770000000;22208000000;24009000000;29812000000;31229000000;35302000000;37598000000;36919000000;36714000000;27092000000;39465000000;51885000000;53911000000;41598000000;46147000000;51312000000;35940000000;40972000000;46073000000;48298000000;51459000000;56911000000;
383;Czech Rep.;CZE;Expenditure on environment protection;Environmental Protection Expenditures;Percent of GDP;1,126663685;1,189445977;1,034031042;1,006573237;0,83919852;0,870389127;0,861066889;0,892202177;1,055870615;1,014189692;1,074445741;1,064833394;0,956566507;0,9081195;0,685124117;0,988386799;1,277224878;1,318468091;1,004100839;1,061884142;1,109357981;0,749238097;0,801683826;0,85150684;0,833946589;0,901345581;0,931679967;
384;Czech Rep.;CZE;Expenditure on environmental protection n.e.c.;Expenditure on Environmental Protection Not Elsewhere Classified;Domestic Currency;863000000;944000000;1009000000;1006000000;1142000000;1233000000;1357000000;1552000000;1617000000;1679000000;1747000000;1920000000;2003000000;2337000000;-10419000000;-3130000000;1678000000;2191000000;792000000;2359000000;2353000000;2172000000;2364000000;2379000000;2580000000;2574000000;2688000000;
385;Czech Rep.;CZE;Expenditure on environmental protection n.e.c.;Expenditure on Environmental Protection Not Elsewhere Classified;Percent of GDP;0,054062316;0,051605708;0,051191665;0,046646982;0,050688354;0,051670187;0,052614723;0,057674113;0,05727032;0,054527026;0,053171398;0,054377364;0,05189747;0,057805613;-0,263483987;-0,07838973;0,041306415;0,053583936;0,019117454;0,05428272;0,050871518;0,045279498;0,046255505;0,043967937;0,04454806;0,045085671;0,044004775;
386;Czech Rep.;CZE;Expenditure on environmental protection R&D;Expenditure on Environmental Protection R&D;Domestic Currency;501000000;533000000;580000000;657000000;698000000;741000000;724000000;800000000;688000000;753000000;910000000;684000000;848000000;954000000;953000000;947000000;955000000;851000000;874000000;956000000;1125000000;970000000;1003000000;1316000000;1436000000;1404000000;1533000000;
387;Czech Rep.;CZE;Expenditure on environmental protection R&D;Expenditure on Environmental Protection R&D;Percent of GDP;0,03138496;0,029137545;0,029426329;0,030464281;0,030981148;0,0310524;0,028071525;0,029728924;0,024367335;0,024454348;0,027696607;0,019371936;0,02197157;0,023597156;0,024100225;0,023717276;0,023508717;0,020812382;0,021096787;0,021998423;0,024322336;0,020221507;0,019625326;0,024321902;0,024794967;0,024592184;0,025096473;
388;Czech Rep.;CZE;Expenditure on pollution abatement;Expenditure on Pollution Abatement;Domestic Currency;525000000;604000000;614000000;640000000;635000000;652000000;710000000;733000000;896000000;968000000;950000000;1062000000;695000000;488000000;563000000;2430000000;8766000000;9136000000;1089000000;1172000000;1058000000;473000000;393000000;344000000;1627000000;2387000000;2934000000;
389;Czech Rep.;CZE;Expenditure on pollution abatement;Expenditure on Pollution Abatement;Percent of GDP;0,032888431;0,033018907;0,03115132;0,029676012;0,028184855;0,027322759;0,027528705;0,027239127;0,031734203;0,031436665;0,02891404;0,030077479;0,01800736;0,012070663;0,014237593;0,06085848;0,215787863;0,22343352;0,0262865;0,026968778;0,022873806;0,00986059;0,007689684;0,006357701;0,028092904;0,041810216;0,048031998;
390;Czech Rep.;CZE;Expenditure on waste management;Expenditure on Waste Management;Domestic Currency;7245000000;6749000000;6034000000;6284000000;7110000000;7417000000;7489000000;8103000000;9467000000;8824000000;10029000000;10681000000;10879000000;11091000000;11558000000;12367000000;12134000000;12318000000;12386000000;13660000000;14716000000;13221000000;14071000000;15838000000;16551000000;16970000000;19132000000;
391;Czech Rep.;CZE;Expenditure on waste management;Expenditure on Waste Management;Percent of GDP;0,45386035;0,368948014;0,306135288;0,291381344;0,315581609;0,31081734;0,290369683;0,301116841;0,335298776;0,286567288;0,305240959;0,302502407;0,281873481;0,274335495;0,292287928;0,309727089;0,298696091;0,301253732;0,298975744;0,314328935;0,318157781;0,275617053;0,275322003;0,292712984;0,285780984;0,297243136;0,313206606;
392;Czech Rep.;CZE;Expenditure on waste water management;Expenditure on Waste Water Management;Domestic Currency;6680000000;10171000000;9199000000;10043000000;6829000000;7766000000;8882000000;9385000000;13182000000;12064000000;13436000000;14611000000;13761000000;13436000000;13118000000;15320000000;17596000000;17200000000;13275000000;15632000000;21392000000;9620000000;12542000000;13548000000;13597000000;14889000000;16550000000;
393;Czech Rep.;CZE;Expenditure on waste water management;Expenditure on Waste Water Management;Percent of GDP;0,418466134;0,556018707;0,466711719;0,465681547;0,303109256;0,32544256;0,344380228;0,348757442;0,4668753;0,391789185;0,408935839;0,413806073;0,356545727;0,332338988;0,331738453;0,383683917;0,43315118;0,420649796;0,320434603;0,359706436;0,46249193;0,200547315;0,245404631;0,250389917;0,234775183;0,260792755;0,270937138;
394;Denmark;DNK;Expenditure on biodiversity & landscape protection;Expenditure on Biodiversity & Landscape Protection;Domestic Currency;1332000000;1294000000;1319000000;1327000000;1437000000;1527000000;1770000000;1966000000;1844000000;2266000000;2542000000;2167000000;2162000000;2876000000;2910000000;2674000000;2707000000;2812000000;4062000000;4201000000;4049000000;4178000000;4012000000;4277000000;4046000000;4373000000;4221000000;
395;Denmark;DNK;Expenditure on biodiversity & landscape protection;Expenditure on Biodiversity & Landscape Protection;Percent of GDP;0,128511514;0,1189312;0,115083032;0,111889928;0,115745122;0,115079308;0,129053332;0,139405732;0,128345134;0,150464608;0,160279145;0,128814809;0,124335335;0,159647399;0,168975515;0,147659264;0,146573579;0,148390345;0,21050155;0,212046952;0,198835567;0,198215303;0,182949073;0,189809237;0,175079134;0,188173431;0,168558373;
396;Denmark;DNK;Expenditure on environment protection;Environmental Protection Expenditures;Domestic Currency;5295000000;5529000000;6307000000;6714000000;7117000000;6674000000;8301000000;9606000000;8963000000;8488000000;9886000000;9663000000;9022000000;8203000000;7588000000;7447000000;7083000000;7578000000;9130000000;9196000000;8615000000;8498000000;8869000000;8938000000;8981000000;9383000000;9249000000;
397;Denmark;DNK;Expenditure on environment protection;Environmental Protection Expenditures;Percent of GDP;0,510862214;0,508168937;0,550287097;0,566110758;0,573248459;0,502972694;0,605238253;0,681145198;0,62383809;0,563611469;0,623335811;0,574405859;0,518849858;0,455350353;0,440613817;0,41122608;0,383517051;0,399894037;0,473136178;0,464171334;0,423059622;0,40316746;0,404430541;0,396660032;0,388627213;0,403757444;0,369342902;
398;Denmark;DNK;Expenditure on environmental protection n.e.c.;Expenditure on Environmental Protection Not Elsewhere Classified;Domestic Currency;1956000000;1990000000;2136000000;2248000000;2446000000;2357000000;2472000000;2285000000;2232000000;2295000000;2689000000;2787000000;2242000000;2279000000;2105000000;2306000000;2062000000;2110000000;2347000000;2379000000;2350000000;2268000000;2285000000;2341000000;2410000000;2450000000;2807000000;
399;Denmark;DNK;Expenditure on environmental protection n.e.c.;Expenditure on Environmental Protection Not Elsewhere Classified;Percent of GDP;0,188715107;0,182900377;0,186366456;0,189546766;0,197016402;0,177630602;0,180237196;0,162025482;0,15535051;0,152390236;0,169547845;0,165669992;0,128936087;0,126507796;0,122231429;0,127338168;0,111649324;0,111345529;0,121626573;0,120080862;0,115402218;0,107599882;0,104197067;0,103891378;0,10428589;0,105425316;0,112092715;
400;Denmark;DNK;Expenditure on environmental protection R&D;Expenditure on Environmental Protection R&D;Domestic Currency;247000000;241000000;490000000;535000000;525000000;559000000;1672000000;2124000000;2147000000;1795000000;2095000000;1913000000;2531000000;684000000;767000000;786000000;741000000;767000000;777000000;731000000;372000000;420000000;452000000;448000000;429000000;451000000;385000000;
401;Denmark;DNK;Expenditure on environmental protection R&D;Expenditure on Environmental Protection R&D;Percent of GDP;0,023830589;0,022150247;0,042752605;0,045110107;0,04228684;0,04212792;0,121908006;0,150609244;0,149434384;0,119189749;0,132094732;0,113716072;0,145556306;0,037968992;0,044537533;0,043403209;0,040122284;0,040474891;0,040265806;0,036897482;0,018267926;0,019925904;0,020611411;0,019881819;0,018563754;0,019406864;0,015374313;
402;Denmark;DNK;Expenditure on pollution abatement;Expenditure on Pollution Abatement;Domestic Currency;1496000000;1708000000;2024000000;2290000000;2356000000;1867000000;1957000000;2694000000;1781000000;1399000000;1612000000;1759000000;1006000000;1266000000;1153000000;986000000;1043000000;1101000000;1126000000;1242000000;1171000000;898000000;1092000000;752000000;804000000;766000000;771000000;
403;Denmark;DNK;Expenditure on pollution abatement;Expenditure on Pollution Abatement;Percent of GDP;0,144334253;0,156981831;0,176594432;0,19308812;0,189767229;0,14070273;0,14268778;0,191026979;0,123960241;0,092894963;0,101640434;0,104561721;0,057854462;0,070275941;0,066951467;0,054447283;0,056474415;0,058100203;0,058351735;0,062690387;0,05750468;0,042603481;0,04979571;0,033373053;0,034790812;0,032961548;0,030788558;
404;Denmark;DNK;Expenditure on waste management;Expenditure on Waste Management;Domestic Currency;252000000;284000000;328000000;307000000;344000000;361000000;430000000;529000000;943000000;702000000;933000000;928000000;1039000000;1074000000;628000000;566000000;409000000;657000000;681000000;498000000;518000000;545000000;808000000;887000000;1016000000;1008000000;721000000;
405;Denmark;DNK;Expenditure on waste management;Expenditure on Waste Management;Percent of GDP;0,024312989;0,026102365;0,02861807;0,025885613;0,027707949;0,027206045;0,031351939;0,037510494;0,065634198;0,046613484;0,058827869;0,055163887;0,059752272;0,059617979;0,036466194;0,031254728;0,022145768;0,034670148;0,03529088;0,025136725;0,025437595;0,025856233;0,036845177;0,039364226;0,043964508;0,043374987;0,028791895;
406;Denmark;DNK;Expenditure on waste water management;Expenditure on Waste Water Management;Domestic Currency;11000000;12000000;10000000;8000000;9000000;2000000;1000000;8000000;17000000;30000000;15000000;109000000;42000000;24000000;25000000;129000000;122000000;130000000;136000000;146000000;155000000;191000000;220000000;233000000;275000000;336000000;344000000;
407;Denmark;DNK;Expenditure on waste water management;Expenditure on Waste Water Management;Percent of GDP;0,001061281;0,001102917;0,000872502;0,000674544;0,000724917;0,000150726;7,29E-05;0,000567266;0,001183225;0,001992029;0,000945786;0,006479379;0,002415395;0,001332245;0,00145168;0,007123427;0,006605828;0,006860151;0,007047812;0,007369401;0,007611636;0,009061542;0,010032103;0,010340321;0,011899842;0,014458329;0,013737048;
408;Dominican Rep.;DOM;Expenditure on biodiversity & landscape protection;Expenditure on Biodiversity & Landscape Protection;Domestic Currency;;;;;;;;;;;;;;;;;;;;542789810,1;603368421,5;893047372,3;1196290774;2375784042;3356294340;3318558118;3542113501;
409;Dominican Rep.;DOM;Expenditure on biodiversity & landscape protection;Expenditure on Biodiversity & Landscape Protection;Percent of GDP;;;;;;;;;;;;;;;;;;;;0,018552698;0,018822;0,025608617;0,03145935;0,056087582;0,073566887;0,07446294;0,065505608;
410;Dominican Rep.;DOM;Expenditure on environment protection;Environmental Protection Expenditures;Domestic Currency;;;;;;;;470600000;570972600;;;;;;;;;;;;;;;;;;;
411;Dominican Rep.;DOM;Expenditure on environment protection;Environmental Protection Expenditures;Percent of GDP;;;;;;;;0,098569385;0,090830826;;;;;;;;;;;;;;;;;;;
412;Dominican Rep.;DOM;Expenditure on environmental protection n.e.c.;Expenditure on Environmental Protection Not Elsewhere Classified;Domestic Currency;;;;;;;;;;;;;;;;;;;;512167383,9;724306253,1;773397339;870970480,5;829884584,3;814415513,1;817498016,2;1449341394;
413;Dominican Rep.;DOM;Expenditure on environmental protection n.e.c.;Expenditure on Environmental Protection Not Elsewhere Classified;Percent of GDP;;;;;;;;;;;;;;;;;;;;0,017506015;0,02259464;0,022177587;0,022904268;0,019591941;0,01785124;0,0183433;0,026803204;
414;Dominican Rep.;DOM;Expenditure on environmental protection R&D;Expenditure on Environmental Protection R&D;Domestic Currency;;;;;;;;;;;;;;;;;;;;0;0;0;0;0;0;0;0;
415;Dominican Rep.;DOM;Expenditure on environmental protection R&D;Expenditure on Environmental Protection R&D;Percent of GDP;;;;;;;;;;;;;;;;;;;;0;0;0;0;0;0;0;0;
416;Dominican Rep.;DOM;Expenditure on pollution abatement;Expenditure on Pollution Abatement;Domestic Currency;;;;;;;;;;;;;;;;;;;;754546615,6;765740027,5;576092650,7;565936751;734219659,3;397879028,7;886338941,3;1428908587;
417;Dominican Rep.;DOM;Expenditure on pollution abatement;Expenditure on Pollution Abatement;Percent of GDP;;;;;;;;;;;;;;;;;;;;0,025790601;0,023887162;0,016519769;0,014882671;0,01733348;0,008721143;0,019887976;0,026425332;
418;Dominican Rep.;DOM;Expenditure on waste management;Expenditure on Waste Management;Domestic Currency;;;;;;;;;;;;;;;;;;;;323611213,7;0;0;0;0;0;0;520485300;
419;Dominican Rep.;DOM;Expenditure on waste management;Expenditure on Waste Management;Percent of GDP;;;;;;;;;;;;;;;;;;;;0,011061116;0;0;0;0;0;0;0,009625526;
420;Dominican Rep.;DOM;Expenditure on waste water management;Expenditure on Waste Water Management;Domestic Currency;;;;;;;;;;;;;;;;;;;;258550315;184680654,5;683327190,5;436180409,3;240579786,9;0;0;0;
421;Dominican Rep.;DOM;Expenditure on waste water management;Expenditure on Waste Water Management;Percent of GDP;;;;;;;;;;;;;;;;;;;;0,008837318;0,005761089;0,019594777;0,011470415;0,005679615;0;0;0;
422;Egypt, Arab Rep. of;EGY;Expenditure on biodiversity & landscape protection;Expenditure on Biodiversity & Landscape Protection;Domestic Currency;;;;;0;0;0;;;;;;;;;;;;;;;;;;;;;
423;Egypt, Arab Rep. of;EGY;Expenditure on biodiversity & landscape protection;Expenditure on Biodiversity & Landscape Protection;Percent of GDP;;;;;0;0;0;;;;;;;;;;;;;;;;;;;;;
424;Egypt, Arab Rep. of;EGY;Expenditure on environment protection;Environmental Protection Expenditures;Domestic Currency;;;;;;;;261000000;892000000;440000000;493000000;412200000;828000000;911800000;1259000000;1368000000;1158000000;1444000000;1917387000;2263863000;2401650000;;;;;;;
425;Egypt, Arab Rep. of;EGY;Expenditure on environment protection;Environmental Protection Expenditures;Percent of GDP;;;;;;;;0,065511366;0,203193179;0,086226972;0,08706868;0,06346454;0,105728341;0,096835533;0,114888196;0,107826008;0,080323048;0,086224398;0,103063158;0,106284648;0,098271206;;;;;;;
426;Egypt, Arab Rep. of;EGY;Expenditure on environmental protection n.e.c.;Expenditure on Environmental Protection Not Elsewhere Classified;Domestic Currency;;;;;0;0;0;;;;;;;;;;;;;;;;;;;;;
427;Egypt, Arab Rep. of;EGY;Expenditure on environmental protection n.e.c.;Expenditure on Environmental Protection Not Elsewhere Classified;Percent of GDP;;;;;0;0;0;;;;;;;;;;;;;;;;;;;;;
428;Egypt, Arab Rep. of;EGY;Expenditure on environmental protection R&D;Expenditure on Environmental Protection R&D;Domestic Currency;;;;;0;0;0;;;;;;;;;;;;;;;;;;;;;
429;Egypt, Arab Rep. of;EGY;Expenditure on environmental protection R&D;Expenditure on Environmental Protection R&D;Percent of GDP;;;;;0;0;0;;;;;;;;;;;;;;;;;;;;;
430;Egypt, Arab Rep. of;EGY;Expenditure on pollution abatement;Expenditure on Pollution Abatement;Domestic Currency;;;;;0;0;0;;;;;;;;;;;;;;;;;;;;;
431;Egypt, Arab Rep. of;EGY;Expenditure on pollution abatement;Expenditure on Pollution Abatement;Percent of GDP;;;;;0;0;0;;;;;;;;;;;;;;;;;;;;;
432;Egypt, Arab Rep. of;EGY;Expenditure on waste management;Expenditure on Waste Management;Domestic Currency;;;;;0;0;0;;;;;;;;;;;;;;;;;;;;;
433;Egypt, Arab Rep. of;EGY;Expenditure on waste management;Expenditure on Waste Management;Percent of GDP;;;;;0;0;0;;;;;;;;;;;;;;;;;;;;;
434;Egypt, Arab Rep. of;EGY;Expenditure on waste water management;Expenditure on Waste Water Management;Domestic Currency;;;;;0;0;0;;;;;;;;;;;;;;;;;;;;;
435;Egypt, Arab Rep. of;EGY;Expenditure on waste water management;Expenditure on Waste Water Management;Percent of GDP;;;;;0;0;0;;;;;;;;;;;;;;;;;;;;;
436;El Salvador;SLV;Expenditure on biodiversity & landscape protection;Expenditure on Biodiversity & Landscape Protection;Domestic Currency;;;;;;;;;;;;;;;;;;;;2800000;1900000;1500000;1800000;700000;3700000;3900000;3000000;
437;El Salvador;SLV;Expenditure on biodiversity & landscape protection;Expenditure on Biodiversity & Landscape Protection;Percent of GDP;;;;;;;;;;;;;;;;;;;;0,01239296;0,008106411;0,006200543;0,007205998;0,00269015;0,013764299;0,015877529;0,010439525;
438;El Salvador;SLV;Expenditure on environment protection;Environmental Protection Expenditures;Domestic Currency;;;;;;;;5200000;5400000;;21900000;;6300000;6200000;26900000;36100000;17900000;29793776,17;29600000;34400000;34100000;40200000;36900000;23200000;27100000;41500000;47000000;
439;El Salvador;SLV;Expenditure on environment protection;Environmental Protection Expenditures;Percent of GDP;;;;;;;;0,041060659;0,040773512;;0,14899985;;0,037033225;0,034469557;0,152826877;0,195685992;0,088247835;0,139313397;0,134600751;0,152256366;0,145488753;0,16617455;0,147722962;0,089159258;0,100814189;0,168953197;0,163552552;
440;El Salvador;SLV;Expenditure on environmental protection n.e.c.;Expenditure on Environmental Protection Not Elsewhere Classified;Domestic Currency;;;;;;;;;;;;;;;;;;;;10000000;9900000;5800000;8000000;4500000;5100000;13400000;7300000;
441;El Salvador;SLV;Expenditure on environmental protection n.e.c.;Expenditure on Environmental Protection Not Elsewhere Classified;Percent of GDP;;;;;;;;;;;;;;;;;;;;0,044260571;0,04223867;0,023975433;0,032026659;0,017293822;0,018972412;0,054553563;0,025402843;
442;El Salvador;SLV;Expenditure on environmental protection R&D;Expenditure on Environmental Protection R&D;Domestic Currency;;;;;;;;;;;;;;;;;;;;0;0;400000;0;0;0;1600000;300000;
443;El Salvador;SLV;Expenditure on environmental protection R&D;Expenditure on Environmental Protection R&D;Percent of GDP;;;;;;;;;;;;;;;;;;;;0;0;0,001653478;0;0;0;0,006513858;0,001043952;
444;El Salvador;SLV;Expenditure on pollution abatement;Expenditure on Pollution Abatement;Domestic Currency;;;;;;;;;;;;;;;;;;;;0;2300000;0;0;0;0;0;100000;
445;El Salvador;SLV;Expenditure on pollution abatement;Expenditure on Pollution Abatement;Percent of GDP;;;;;;;;;;;;;;;;;;;;0;0,009813024;0;0;0;0;0;0,000347984;
446;El Salvador;SLV;Expenditure on waste management;Expenditure on Waste Management;Domestic Currency;;;;;;;;;;;;;;;;;;;;21600000;20000000;27900000;27100000;18000000;18300000;22600000;31000000;
447;El Salvador;SLV;Expenditure on waste management;Expenditure on Waste Management;Percent of GDP;;;;;;;;;;;;;;;;;;;;0,095602834;0,085330647;0,115330098;0,108490306;0,069175286;0,068077478;0,092008247;0,107875087;
448;El Salvador;SLV;Expenditure on waste water management;Expenditure on Waste Water Management;Domestic Currency;;;;;;;;;;;;;;;;;;;;0;0;4600000;0;0;0;0;5300000;
449;El Salvador;SLV;Expenditure on waste water management;Expenditure on Waste Water Management;Percent of GDP;;;;;;;;;;;;;;;;;;;;0;0;0,019014998;0;0;0;0;0,01844316;
450;Equatorial Guinea, Rep. of;GNQ;Expenditure on biodiversity & landscape protection;Expenditure on Biodiversity & Landscape Protection;Domestic Currency;;;;;;;;;;;;;;;;;;;;;1222725000;1130150000;1145357500;921700000;986700000;734450000;;
451;Equatorial Guinea, Rep. of;GNQ;Expenditure on biodiversity & landscape protection;Expenditure on Biodiversity & Landscape Protection;Percent of GDP;;;;;;;;;;;;;;;;;;;;;0,015685172;0,016965738;0,016166992;0,012669957;0,01481894;0,012634757;;
